id,source_id,project_id,organization_id,contract_id,verbatim_quote,claim_text,claim_type,evidence_strength,corroboration_status
wba_clm_01HREAL104,wba_src_01HREAL143,wba_prj_01HREAL120,wba_org_01HREAL155,,Gibe III Hydropower 1870MW built by WeBuild.,WeBuild built Gibe III Hydropower 1870MW.,award,corroborated,corroborated
wba_clm_01HREAL105,wba_src_01HREAL144,wba_prj_01HREAL121,wba_org_01HREAL159,,Souapiti Hydropower 450MW built by CWE.,CWE built Souapiti Hydropower 450MW.,award,corroborated,corroborated
wba_clm_01HREAL106,wba_src_01HREAL145,wba_prj_01HREAL122,wba_org_01HREAL159,,Kaleta Hydropower 240MW built by CWE.,CWE built Kaleta Hydropower 240MW.,award,corroborated,corroborated
wba_clm_01HREAL107,wba_src_01HREAL146,wba_prj_01HREAL123,wba_org_01HREAL042,,Rusumo Falls Hydropower 80MW built by CGCOC Group.,CGCOC Group built Rusumo Falls Hydropower 80MW.,award,corroborated,corroborated
wba_clm_01HREAL108,wba_src_01HREAL147,wba_prj_01HREAL124,wba_org_01HREAL173,,Julius Nyerere Airport Terminal 3 built by BAM International.,BAM International built Julius Nyerere Airport Terminal 3.,award,corroborated,corroborated
wba_clm_01HREAL109,wba_src_01HREAL148,wba_prj_01HREAL125,wba_org_01HREAL174,,Kinguele Aval Hydropower 35MW built by Sinohydro Bureau 16.,Sinohydro Bureau 16 built Kinguele Aval Hydropower 35MW.,award,corroborated,corroborated
wba_clm_01HREAL110,wba_src_01HREAL149,wba_prj_01HREAL126,wba_org_01HREAL175,,Dar es Salaam BRT Phase 1 built by Strabag International.,Strabag International built Dar es Salaam BRT Phase 1.,award,corroborated,corroborated
wba_clm_01HREAL111,wba_src_01HREAL150,wba_prj_01HREAL127,wba_org_01HREAL160,,Abuja-Kaduna Railway 186.5km built by CCECC.,CCECC built Abuja-Kaduna Railway 186.5km.,award,corroborated,corroborated
wba_clm_01HREAL112,wba_src_01HREAL151,wba_prj_01HREAL128,wba_org_01HREAL161,,Nairobi-Nakuru-Mau Summit Highway built by VINCI.,VINCI built Nairobi-Nakuru-Mau Summit Highway.,award,corroborated,corroborated
wba_clm_01HREAL113,wba_src_01HREAL152,wba_prj_01HREAL129,wba_org_01HREAL178,,Diamniadio Olympic Stadium 50000 built by Summa Insaat.,Summa Insaat built Diamniadio Olympic Stadium 50000.,award,corroborated,corroborated
wba_clm_01HREAL114,wba_src_01HREAL153,wba_prj_01HREAL130,wba_org_01HREAL121,,Autoroute de l'Avenir 42.5km built by Eiffage.,Eiffage built Autoroute de l'Avenir 42.5km.,award,corroborated,corroborated
wba_clm_01HREAL115,wba_src_01HREAL154,wba_prj_01HREAL131,wba_org_01HREAL180,,Lusaka-Ndola Dual Carriageway 321km built by China Jiangxi.,China Jiangxi built Lusaka-Ndola Dual Carriageway 321km.,award,corroborated,corroborated
wba_clm_01HREAL116,wba_src_01HREAL155,wba_prj_01HREAL132,wba_org_01HREAL181,,Kusile Power Station 4800MW built by Mitsubishi Hitachi.,Mitsubishi Hitachi built Kusile Power Station 4800MW.,award,corroborated,corroborated
wba_clm_01HREAL117,wba_src_01HREAL156,wba_prj_01HREAL133,wba_org_01HREAL182,,Cairo Light Rail Transit 70km built by CREC.,CREC built Cairo Light Rail Transit 70km.,award,corroborated,corroborated
wba_clm_01HREAL118,wba_src_01HREAL157,wba_prj_01HREAL134,wba_org_01HREAL183,,Cairo Monorail 99km built by Bombardier/Orascom.,Bombardier/Orascom built Cairo Monorail 99km.,award,corroborated,corroborated
wba_clm_01HREAL119,wba_src_01HREAL158,wba_prj_01HREAL135,wba_org_01HREAL125,,Al Boraq Tangier-Kenitra HSR 323km built by Alstom.,Alstom built Al Boraq Tangier-Kenitra HSR 323km.,award,corroborated,corroborated
wba_clm_01HREAL120,wba_src_01HREAL159,wba_prj_01HREAL136,wba_org_01HREAL185,,Kano-Maradi Railway 384km built by Mota-Engil.,Mota-Engil built Kano-Maradi Railway 384km.,award,corroborated,corroborated
wba_clm_01HREAL121,wba_src_01HREAL160,wba_prj_01HREAL137,wba_org_01HREAL186,,Port of Cotonou Extension built by Eiffage Genie Civil Marine.,Eiffage Genie Civil Marine built Port of Cotonou Extension.,award,corroborated,corroborated
wba_clm_01HREAL122,wba_src_01HREAL161,wba_prj_01HREAL138,wba_org_01HREAL054,,Tanzania SGR Phase 1 Dar-Morogoro 205km built by Yapi Merkezi.,Yapi Merkezi built Tanzania SGR Phase 1 Dar-Morogoro 205km.,award,corroborated,corroborated
wba_clm_01HREAL123,wba_src_01HREAL162,wba_prj_01HREAL139,wba_org_01HREAL188,,Nador West Med Port built by STFA/SGTM/Jan De Nul.,STFA/SGTM/Jan De Nul built Nador West Med Port.,award,corroborated,corroborated
wba_clm_01HREAL124,wba_src_01HREAL163,wba_prj_01HREAL140,wba_org_01HREAL052,,Singrobo-Ahouaty 44MW built by Eiffage Genie Civil.,Eiffage Genie Civil built Singrobo-Ahouaty 44MW.,award,corroborated,corroborated
wba_clm_01HREAL125,wba_src_01HREAL164,wba_prj_01HREAL141,wba_org_01HREAL190,,Azura-Edo IPP 459MW built by Siemens/Julius Berger.,Siemens/Julius Berger built Azura-Edo IPP 459MW.,award,corroborated,corroborated
wba_clm_01HREAL126,wba_src_01HREAL165,wba_prj_01HREAL142,wba_org_01HREAL134,,Berbera Port Expansion 400m built by DP World.,DP World built Berbera Port Expansion 400m.,award,corroborated,corroborated
wba_clm_01HREAL127,wba_src_01HREAL166,wba_prj_01HREAL143,wba_org_01HREAL153,,Itezhi-Tezhi 120MW built by Sinohydro.,Sinohydro built Itezhi-Tezhi 120MW.,award,corroborated,corroborated
wba_clm_01HREAL128,wba_src_01HREAL167,wba_prj_01HREAL144,wba_org_01HREAL193,,Ashegoda Wind Farm 120MW built by Vergnet.,Vergnet built Ashegoda Wind Farm 120MW.,award,corroborated,corroborated
wba_clm_01HREAL129,wba_src_01HREAL168,wba_prj_01HREAL145,wba_org_01HREAL194,,Safi Independent Power Plant 1386MW built by Daewoo.,Daewoo built Safi Independent Power Plant 1386MW.,award,corroborated,corroborated
wba_clm_01HREAL130,wba_src_01HREAL169,wba_prj_01HREAL146,wba_org_01HREAL195,,Kpone IPP 350MW built by Group Five.,Group Five built Kpone IPP 350MW.,award,corroborated,corroborated
wba_clm_01HREAL131,wba_src_01HREAL170,wba_prj_01HREAL147,wba_org_01HREAL155,,Bujagali Hydropower 250MW built by WeBuild.,WeBuild built Bujagali Hydropower 250MW.,award,corroborated,corroborated
wba_clm_01HREAL132,wba_src_01HREAL171,wba_prj_01HREAL148,wba_org_01HREAL125,,Rabat-Sale Tramway 19.5km built by Alstom.,Alstom built Rabat-Sale Tramway 19.5km.,award,corroborated,corroborated
wba_clm_01HREAL133,wba_src_01HREAL172,wba_prj_01HREAL149,wba_org_01HREAL157,,Karimenu II Dam Water Supply built by AVIC International.,AVIC International built Karimenu II Dam Water Supply.,award,corroborated,corroborated
wba_clm_01HREAL134,wba_src_01HREAL173,wba_prj_01HREAL150,wba_org_01HREAL199,,Taiba N'Diaye Wind Farm 158.7MW built by Vestas.,Vestas built Taiba N'Diaye Wind Farm 158.7MW.,award,corroborated,corroborated
wba_clm_01HREAL154,wba_src_01HREAL185,wba_prj_01HREAL151,wba_org_01HREAL054,wba_ctr_01HREAL133,Uganda's government and Turkish construction firm Yapi Merkezi signed a contract to build a 272 kilometre (169 miles) section of railway,Uganda signed 272 km Kampala-Malaba SGR contract with Yapi Merkezi Turkey Oct 2024.,award,credibly_reported,corroborated
wba_clm_01HREAL155,wba_src_01HREAL186,wba_prj_01HREAL151,wba_org_01HREAL054,wba_ctr_01HREAL133,The Ministry of Works & Transport has signed a €2·7bn contract for Turkish firm Yapı Merkezi to build an electrified standard gauge railway running 273 km from Malaba on the Kenyan border to Kampala.,Yapi Merkezi to build 273 km Malaba-Kampala electrified SGR for 2.7bn euro.,award,corroborated,corroborated
wba_clm_01HREAL156,wba_src_01HREAL187,wba_prj_01HREAL152,wba_org_01HREAL047,wba_ctr_01HREAL134,"announced that the company won the project to build Iganga – Bulopa – Kamuli Road in Uganda, with a length of 56 kilometers, at a cost of US$ 70 million.",Arab Contractors Egypt won 56 km Iganga-Bulopa-Kamuli road Uganda for 70m USD.,award,officially_reported,uncorroborated
wba_clm_01HREAL157,wba_src_01HREAL188,wba_prj_01HREAL153,wba_org_01HREAL280,wba_ctr_01HREAL135,a financing contract worth €126 million was signed for the design and construction of a 97 km road in Uganda to be executed by Tecnovia.,Tecnovia Portugal to execute 97 km Lusalira-Sembabule road Uganda for 126m euro.,award,officially_reported,uncorroborated
wba_clm_01HREAL158,wba_src_01HREAL189,wba_prj_01HREAL154,wba_org_01HREAL007,wba_ctr_01HREAL136,Senegal’s Agency for Works and Road Management (AGEROUTE) has awarded a US$132 million contract to China Road and Bridge Corporation (CRBC) for construction work on the 30km Ndande-Gueoul road in the central-west Louga region,AGEROUTE Senegal awarded 132m USD Ndande-Gueoul 30km road contract to CRBC May 2024.,award,credibly_reported,uncorroborated
wba_clm_01HREAL159,wba_src_01HREAL189,wba_prj_01HREAL155,wba_org_01HREAL159,wba_ctr_01HREAL137,Lot 1.1 covering the 19km Mekhe-Ndande stretch was awarded in April 2023 to China’s CWE at a cost of US$76.3 million for a contract duration of 24 months,CWE China awarded 76.3m USD Mekhe-Ndande 19km road contract Apr 2023.,award,credibly_reported,uncorroborated
wba_clm_01HREAL160,wba_src_01HREAL190,wba_prj_01HREAL156,wba_org_01HREAL008,wba_ctr_01HREAL138,National Irrigation Authority signed a Sh40 billion contract with China Communications Construction Company for the construction of a large-scale dam at Galana Kulalu,Kenya NIA signed Sh40bn Galana Kulalu dam contract with CCCC.,award,credibly_reported,uncorroborated
wba_clm_01HREAL161,wba_src_01HREAL191,wba_prj_01HREAL157,wba_org_01HREAL071,wba_ctr_01HREAL139,"The Authority has contracted China Jiangxi, International Corporation to construct the dam at a cost of 1.9 billion shillings",Kenya water authority contracted China Jiangxi for Umaa dam 1.9bn KES.,award,credibly_reported,uncorroborated
wba_clm_01HREAL162,wba_src_01HREAL192,wba_prj_01HREAL136,wba_org_01HREAL206,wba_ctr_01HREAL110,"Ministry of Transport of Nigeria awarded Mota-Engil, a Portuguese company, a contract with for the design, construction and financing of the Kano-Maradi rail line linking Nigeria and Niger",Nigeria awarded Mota-Engil Portugal Kano-Maradi rail design build finance contract Jan 2021.,award,corroborated,corroborated
wba_clm_01HREAL163,wba_src_01HREAL193,wba_prj_01HREAL128,wba_org_01HREAL007,wba_ctr_01HREAL102,Kenya is one step closer to seeing a major upgrade to the Rironi-Mau Summit road after the China Road and Bridge Corporation (CRBC) edged ahead in the bidding process,CRBC edged ahead for Rironi-Mau Summit 175 km road Oct 2025.,award,credibly_reported,uncorroborated
wba_clm_01HREAL164,wba_src_01HREAL194,wba_prj_01HREAL158,wba_org_01HREAL288,wba_ctr_01HREAL141,"Awarded to CHINE FIRTS HIGHWAY ENGINEERING COMPANY CFHEC - $47,243,518",CFHEC China awarded 47.2m USD Bujumbura-Gitaza RN3 25 km contract Nov 2024.,award,officially_reported,uncorroborated
wba_clm_01HREAL165,wba_src_01HREAL195,wba_prj_01HREAL159,wba_org_01HREAL290,wba_ctr_01HREAL142,"A Chinese company, CREGC & CREDC, has been awarded the contract, with construction set to begin in two weeks",CREGC and CREDC China awarded 282 km Uvinza-Musongati SGR contract Jan 2025.,award,credibly_reported,uncorroborated
wba_clm_01HREAL166,wba_src_01HREAL196,wba_prj_01HREAL160,wba_org_01HREAL292,wba_ctr_01HREAL143,"Toyota Tsusho Corporation (""Toyota Tsusho"") announced today that it has received an order from Agência Nacional de Água e Saneamento, the national water and sanitation agency of the Republic of Cabo Verde (""Cabo Verde"") operating under the Ministry of Agriculture and Environment, for the construction of seawater desalination plants and water pipelines (the Project) on the island of Santiago. The construction contract was signed on October 27",Toyota Tsusho Japan received order for Santiago desalination plants 15000m3 and pipelines Oct 2025.,award,officially_reported,uncorroborated
wba_clm_01HREAL167,wba_src_01HREAL197,wba_prj_01HREAL161,wba_org_01HREAL295,wba_ctr_01HREAL144,"Cape Verde's public port company ENAPOR signed a contract on Tuesday with a Chinese consortium to construct a new vessel for inter-island maritime transport, with an investment of about 17 million euros (about 19.9 million U.S. dollars)",ENAPOR Cape Verde signed 17m euro vessel contract with Shenzhen Churui and Taizhou Changlong China Apr 2026.,award,officially_reported,uncorroborated
wba_clm_01HREAL168,wba_src_01HREAL198,wba_prj_01HREAL162,wba_org_01HREAL297,wba_ctr_01HREAL145,"Teixeira Duarte – Engenharia e Construções S.A. signed, in a consortium, an EPC (""Engineering, Procurement and Construction"") contract with Cabo Verde Airports, S.A. – entity created by Vinci and in which ANA participates -, to carry out the improvement works at Amílcar Cabral Airport (Sal Island), Nelson Mandela Airport (Santiago Island)",Teixeira Duarte Portugal signed 70.7m euro EPC contract for Cape Verde airports Jul 2023.,award,officially_reported,uncorroborated
wba_clm_01HREAL169,wba_src_01HREAL199,wba_prj_01HREAL163,wba_org_01HREAL299,wba_ctr_01HREAL146,"China Shanghai (Group) Corporation for Foreign Economic & Technological Cooperation (SFECO) will complete the first phase of the project, the construction of a 31 km Habela- Che’atat road",SFECO China to complete 31 km Habela-Cheatat road Eritrea first phase Nov 2019.,award,officially_reported,uncorroborated
wba_clm_01HREAL170,wba_src_01HREAL200,wba_prj_01HREAL164,wba_org_01HREAL305,wba_ctr_01HREAL147,"We constructed a 30-inch, 1,000-mile pipeline to transport Chad's oil across international boundaries to the west coast of Cameroon.",Fluor in integrated management team with ExxonMobil constructed Chad-Cameroon pipeline to Cameroon west coast.,award,credibly_reported,uncorroborated
wba_clm_01HREAL171,wba_src_01HREAL201,wba_prj_01HREAL164,wba_org_01HREAL304,,is lending EUR 144 million towards the construction of an oil pipeline linking the Doba oil fields in Southern Chad to an offshore terminal near Kribi in Cameroon.,EIB lends EUR144m for Doba to Kribi pipeline construction.,value,officially_reported,uncorroborated
wba_clm_01HREAL172,wba_src_01HREAL201,wba_prj_01HREAL164,,,"that includes a 1070 km oil pipeline from the Doba oil fields to the Cameroon coast near Kribi, three pump stations, one pressure reduction station and an off-shore storage and loading facility.",System comprises 1070km pipeline plus 3 pump stations plus offshore storage and loading.,award,officially_reported,uncorroborated
wba_clm_01HREAL173,wba_src_01HREAL202,wba_prj_01HREAL165,wba_org_01HREAL300,wba_ctr_01HREAL148,"The approximately  M 7.68 billion Polihali Dam contract was awarded to the SUN Joint Venture, comprising main partners: Sinohydro Bureau 8 (China); Sinohydro Bureau 14 (China); Unik Civil Engineering  (South Africa) and Nthane Brothers (Lesotho).",SUN JV Sinohydro Bureau 8 and 14 plus Unik plus Nthane awarded M7.68bn Polihali Dam contract Nov 2022.,award,officially_reported,uncorroborated
wba_clm_01HREAL174,wba_src_01HREAL203,wba_prj_01HREAL166,wba_org_01HREAL272,wba_ctr_01HREAL149,"Located over the Senegal River in the Republic of Mali, the project was designed by Northwest Engineering Corporation Limited and built by Sinohydro Corporation Engineering Bureau 15 Co., Ltd and Sinohydro Bureau 16 Co., Ltd., all subsidiaries of Power Construction Corporation of China.",Sinohydro Bureau 15 and 16 PowerChina built Gouina plant on Senegal River Mali completed Dec 2022.,award,officially_reported,uncorroborated
wba_clm_01HREAL175,wba_src_01HREAL204,wba_prj_01HREAL167,,,joined Liberia President Ellen Johnson Sirleaf and international partners to celebrate the start of power generation from the first turbine at the Mount Coffee Hydropower Plant,First turbine Mount Coffee started generation 15 Dec 2016 with Liberia president and partners.,status,officially_reported,uncorroborated
wba_clm_01HREAL176,wba_src_01HREAL205,wba_prj_01HREAL167,wba_org_01HREAL269,wba_ctr_01HREAL150,An increase in output of around one third to a total of 88 MW will enable one million people to be supplied with clean and sustainable energy.,Mount Coffee modernised to 88MW supplying one million people Liberia.,status,credibly_reported,uncorroborated
wba_clm_01HREAL177,wba_src_01HREAL206,wba_prj_01HREAL168,wba_org_01HREAL132,wba_ctr_01HREAL151,TAV Airports started the construction of Enfidha-Hammamet Airport in July 2007 and began operating the airport in December 2009.,TAV Airports built Enfidha airport Jul 2007 and operating Dec 2009.,award,officially_reported,uncorroborated
wba_clm_01HREAL178,wba_src_01HREAL207,wba_prj_01HREAL168,wba_org_01HREAL132,,"TAV Tunisie SA, a Special Purpose Company (SPC) created by the Turkish sponsor TAV Havalimanlari Holding AS",TAV Tunisie SPC created by Turkish sponsor TAV for Enfidha and Monastir concessions.,role,officially_reported,uncorroborated
wba_clm_01HREAL179,wba_src_01HREAL208,wba_prj_01HREAL169,,wba_ctr_01HREAL152,"IFC, a member of the World Bank Group, today announced the completion of a 225 million euro debt package for Togo Lome Container Terminal, SA (LCT).",IFC completed EUR225m debt package for Lome Container Terminal Togo Jan 2013.,value,officially_reported,uncorroborated
wba_clm_01HREAL180,wba_src_01HREAL208,wba_prj_01HREAL169,wba_org_01HREAL118,wba_ctr_01HREAL152,"LCT, a Togolese company formed to execute the project, is held by a 50-50 joint venture between Global Terminal Limited (GTL) and China Merchants Holdings (International) Company Limited (CMHI).",LCT held 50-50 by GTL and China Merchants Holdings International.,role,officially_reported,uncorroborated
wba_clm_01HREAL181,wba_src_01HREAL208,wba_prj_01HREAL169,,,The total cost for the project is estimated at 324 million euro. The project is the largest foreign direct investment by the private sector in Togo.,Lome terminal total cost EUR324m largest private FDI in Togo.,value,officially_reported,uncorroborated
wba_clm_01HREAL182,wba_src_01HREAL209,wba_prj_01HREAL170,wba_org_01HREAL037,wba_ctr_01HREAL153,"The China Gezhouaba Group Co Ltd has suspended the construction of its Kandadji hydroelectric dam in Niger after coup-related sanctions halted key funding, the company said in a letter seen by Reuters on Thursday.",China Gezhouba suspended Kandadji dam construction Niger Aug 2023 after coup sanctions halted funding.,status,credibly_reported,uncorroborated
wba_clm_01HREAL183,wba_src_01HREAL209,wba_prj_01HREAL170,,,"The 500 billion CFA franc ($808 million) project, located about 180 kilometres northwest of the capital Niamey, is set to have a capacity of 130 MW and also provide irrigation and boost food security in one of the world’s poorest countries.",Kandadji 500bn CFA $808m 130MW 180km NW Niamey with irrigation and food security.,value,credibly_reported,uncorroborated
wba_clm_01HREAL184,wba_src_01HREAL210,wba_prj_01HREAL171,,wba_ctr_01HREAL154,"Sudan President Omar Hassan al-Bashir formally opened 1,250-MW Merowe Dam on the Nile River March 3, calling it the project of the century.",Merowe 1250MW Nile dam formally opened Mar 2009.,status,credibly_reported,uncorroborated
wba_clm_01HREAL185,wba_src_01HREAL210,wba_prj_01HREAL171,wba_org_01HREAL001,wba_ctr_01HREAL154,Merowe contractor is SinoHydro Corp. of China.,SinoHydro China contractor Merowe dam.,role,credibly_reported,uncorroborated
wba_clm_01HREAL186,wba_src_01HREAL211,wba_prj_01HREAL172,,wba_ctr_01HREAL155,bp has begun flowing gas from wells at the GTA Phase1 liquefied natural gas (LNG) project to its floating production storage and offloading (FPSO) vessel for the next stage of commissioning.,bp began flowing GTA Phase 1 gas to FPSO Jan 2025 for commissioning.,status,officially_reported,uncorroborated
wba_clm_01HREAL187,wba_src_01HREAL211,wba_prj_01HREAL172,,,"GTA, offshore Mauritania and Senegal, is one of the deepest offshore developments in Africa, with gas resources in water depths of up to 2,850 metres.",GTA offshore Mauritania and Senegal water depths to 2850m.,location,officially_reported,uncorroborated
wba_clm_01HREAL188,wba_src_01HREAL211,wba_prj_01HREAL172,,,"Once fully commissioned, GTA Phase 1 is expected to produce around 2.3 million tonnes of LNG per year.",GTA Phase 1 expected 2.3mtpa LNG once fully commissioned.,value,officially_reported,uncorroborated
wba_clm_01HREAL189,wba_src_01HREAL211,wba_prj_01HREAL172,wba_org_01HREAL225,,"bp is operator of GTA with a 56% working interest, alongside Kosmos Energy (27%), PETROSEN (10%) and SMH (7%).",bp operator GTA 56 percent with Kosmos 27 PETROSEN 10 SMH 7.,role,officially_reported,uncorroborated
wba_clm_01HREAL190,wba_src_01HREAL212,wba_prj_01HREAL173,,wba_ctr_01HREAL156,"Construction involved the following: Construction of the Maguga Dam, 6 million m3 of Earthworks, 2 tunnels (8m x 7m) and (8mx9m) and 400m long, 225m long Road bridge over spillway, 102m high 12 m intake Tower.",WBHO constructed Maguga Dam with 6m m3 earthworks tunnels bridge and intake tower.,award,officially_reported,uncorroborated
wba_clm_01HREAL191,wba_src_01HREAL212,wba_prj_01HREAL173,wba_org_01HREAL306,,R420M,Maguga Dam completed 2001 at value R420m Swaziland.,value,officially_reported,uncorroborated
wba_clm_01HREAL192,wba_src_01HREAL213,wba_prj_01HREAL174,,wba_ctr_01HREAL157,"EUR 12.5 million loan from the European Investment Bank (EIB) coupled with EUR 5 million European Union (EU) grant to finance modernisation and enlargement of Seychelles main commercial harbour, Port Victoria.",EIB EUR12.5m loan plus EU EUR5m grant for Port Victoria modernisation and enlargement.,value,officially_reported,uncorroborated
wba_clm_01HREAL193,wba_src_01HREAL213,wba_prj_01HREAL174,,,"agreements were signed between the European Investment Bank, the European Union and the Seychelles Ports Authority to finance the rehabilitation and expansion of the commercial part of the Port Victoria harbour.",EIB EU and Seychelles Ports Authority signed Port Victoria rehab and expansion financing Apr 2018.,award,officially_reported,uncorroborated
wba_clm_01HREAL194,wba_src_01HREAL214,wba_prj_01HREAL174,wba_org_01HREAL126,wba_ctr_01HREAL157,"A renowned Belgian company, Jan De Nul, has won the bid to do the dredging of one of the components of the expansion project of Port Victoria in Seychelles.",Jan De Nul Belgium won Port Victoria expansion dredging bid Feb 2023.,award,credibly_reported,uncorroborated
wba_clm_01HREAL195,wba_src_01HREAL215,wba_prj_01HREAL175,,wba_ctr_01HREAL158,"The bridge opening ceremony was held on May 19, 2022 and JICA President TANAKA Akihiko from Japan attended on site.",Freedom Bridge opening ceremony held May 19 2022 Juba.,status,officially_reported,uncorroborated
wba_clm_01HREAL196,wba_src_01HREAL215,wba_prj_01HREAL175,,,The Project for Construction of the Nile River Bridge was funded by the grant aid of the government of Japan.,Nile River Bridge Juba funded by Japan grant aid.,value,officially_reported,uncorroborated
wba_clm_01HREAL197,wba_src_01HREAL215,wba_prj_01HREAL175,,,The 560-meter-long bridge is the first arched steel bridge in the country to span the Nile River.,Freedom Bridge 560m first arched steel Nile bridge South Sudan.,award,officially_reported,uncorroborated
wba_clm_01HREAL198,wba_src_01HREAL215,wba_prj_01HREAL175,wba_org_01HREAL308,,"The disciplined labor and security management by the contractor, Dai Nippon Construction, was excellent.",Dai Nippon Construction contractor Freedom Bridge praised for labor and security management.,role,officially_reported,uncorroborated
wba_clm_01HREAL199,wba_src_01HREAL216,wba_prj_01HREAL176,wba_org_01HREAL309,wba_ctr_01HREAL159,The Government of Gambia has signed a 30-year concession with the Turkish port operator Albayrak which signposts future port development in the West African nation.,Gambia signed 30yr concession with Turkish operator Albayrak Jul 2024.,award,credibly_reported,uncorroborated
wba_clm_01HREAL200,wba_src_01HREAL216,wba_prj_01HREAL176,,,"Under the terms of the concession, Albayrak will rehabilitate the Port of Banjul and develop a new deep-sea port in Sanyang.",Albayrak to rehabilitate Banjul port and develop new Sanyang deep sea port.,role,credibly_reported,uncorroborated
wba_clm_01HREAL201,wba_src_01HREAL217,wba_prj_01HREAL177,,wba_ctr_01HREAL160,Equatorial Guinea has inaugurated a new electricity plant in the city of Djibloho that forms the final major element in its plan to extend electrical power to the entire nation.,Equatorial Guinea inaugurated Djibloho electricity plant Oct 2012 final element of national power plan.,status,officially_reported,uncorroborated
wba_clm_01HREAL202,wba_src_01HREAL217,wba_prj_01HREAL177,,,"Construction on the project, which received support from the government of China, began in 2008.",Djibloho construction with China government support began 2008.,award,officially_reported,uncorroborated
wba_clm_01HREAL203,wba_src_01HREAL218,wba_prj_01HREAL177,wba_org_01HREAL001,wba_ctr_01HREAL160,Sinohydro was selected to render engineering procurement construction services for the hydro power project.,Sinohydro selected EPC contractor Djibloho hydro project.,role,credibly_reported,uncorroborated
wba_clm_01HREAL204,wba_src_01HREAL218,wba_prj_01HREAL177,,,Djiploho Hydropower Plant is a 120MW hydro power project.,Djibloho 120MW hydro power project Wele-Nzas.,value,credibly_reported,uncorroborated
