id,canonical_name,aliases,country_iso3,sectors,status,location_precision,lat,lon,geom_wkt,summary,notes,created_at,updated_at
wba_prj_01HREAL154,Ndande-Gueoul Road 30km Dakar-Saint Louis,Ndande Gueoul Road,SEN,roads,signed,corridor,,,"LINESTRING(-16.20 15.00, -16.00 15.20)","30 km Ndande-Gueoul road by CRBC China, 132m USD contract May 2024",,2026-09-14,2026-09-14
wba_prj_01HREAL155,Mekhe-Ndande Road 19km Dakar-Saint Louis,Mekhe Ndande Road,SEN,roads,signed,corridor,,,"LINESTRING(-16.50 14.80, -16.20 15.00)","19 km Mekhe-Ndande road by CWE China, 76.3m USD contract Apr 2023",,2026-09-14,2026-09-14
wba_prj_01HREAL156,Galana Kulalu Dam Athi Dam Irrigation,Galana Dam,KEN,dams,signed,exact,-2.50,39.50,,"Galana Kulalu Athi dam by CCCC China, Sh40bn contract Jan 2026",,2026-09-14,2026-09-14
wba_prj_01HREAL157,Umaa Dam Kitui County,Umaa Dam,KEN,dams,construction_started,exact,-1.37,38.02,,"Umaa dam Kitui by China Jiangxi, 1.9bn KES contract Dec 2023",,2026-09-14,2026-09-14
wba_prj_01HREAL158,Bujumbura-Gitaza Road RN3 25km Burundi,Bujumbura Gitaza RN3,BDI,roads,awarded,corridor,,,"LINESTRING(29.36 -3.38, 29.42 -3.50)","25 km Bujumbura-Gitaza RN3 rehabilitation by CFHEC China, 47.2m USD World Bank, awarded Nov 2024",,2026-09-14,2026-09-14
wba_prj_01HREAL159,Uvinza-Musongati Standard Gauge Railway 282km,Uvinza Musongati SGR,BDI,railways,signed,corridor,,,"LINESTRING(30.39 -5.10, 29.39 -3.36)","282 km Uvinza-Musongati SGR by CREGC and CREDC China, Sh5.38tn, signed Jan 2025",,2026-09-14,2026-09-14
wba_prj_01HREAL160,Santiago Island Desalination Plants 15000m3,Santiago Desalination,CPV,water_supply,signed,exact,15.09,-23.50,,"Santiago desalination 15000m3/day by Toyota Tsusho Japan, 15.292bn yen JICA loan, signed Oct 2025",,2026-09-14,2026-09-14
wba_prj_01HREAL161,ENAPOR Inter-Island Vessel 17m Euro,ENAPOR Vessel,CPV,ports,signed,exact,14.91,-23.50,,"ENAPOR vessel by Shenzhen Churui and Taizhou Changlong China, 17m euro, signed Apr 2026",,2026-09-14,2026-09-14
wba_prj_01HREAL162,Cape Verde Airports Improvement 70.7m Euro,Cape Verde Airports,CPV,airports,signed,exact,16.72,-22.94,,"Cape Verde airports improvement by Teixeira Duarte Portugal 70.7m euro, signed Jul 2023",,2026-09-14,2026-09-14
wba_prj_01HREAL163,Habela-Cheatat Road 31km Eritrea,Habela Cheatat Road,ERI,roads,construction_started,exact,15.30,38.70,,"Habela-Cheatat 31 km road by China SFECO, first phase launched Nov 2019",,2026-09-14,2026-09-14
wba_prj_01HREAL164,Chad-Cameroon Oil Export System Doba-Kribi 1070km,Chad-Cameroon Pipeline,TCD,oil_gas,commissioned,corridor,,,Doba oil fields plus 1070km export pipeline to Kribi FSO by ExxonMobil Petronas Chevron consortium with Fluor construction 2000-2003,,2026-09-20,2026-09-20
wba_prj_01HREAL165,Polihali Dam LHWP Phase II 165m,Polihali Dam,LSO,dams|hydropower|water_supply,construction_started,district,,,Polihali concrete-face rockfill dam M7.68bn by SUN JV Sinohydro Bureau 8 and 14 plus Unik plus Nthane awarded Nov 2022 commissioning 2028,,2026-09-20,2026-09-20
wba_prj_01HREAL166,Gouina Hydroelectric Plant 140MW Senegal River,Gouina Hydro,MLI,hydropower,commissioned,district,,,Gouina Falls 140MW by Sinohydro Bureau 15 and 16 PowerChina completed Dec 2022 serving Mali Senegal Mauritania,,2026-09-20,2026-09-20
wba_prj_01HREAL167,Mount Coffee Hydropower Rehabilitation 88MW,Mount Coffee Hydro,LBR,hydropower,commissioned,district,,,Mount Coffee 1960s 64MW destroyed 1990 rehabilitated by Voith Andritz to 88MW first power Dec 2016 MCC 257m compact,,2026-09-20,2026-09-20
wba_prj_01HREAL168,Enfidha-Hammamet International Airport 7m Pax,Enfidha Airport,TUN,airports,commissioned,city,,,Greenfield 7m pax BOT 40yr airport by TAV Turkey EUR550m built Jul 2007 to Dec 2009 concession to May 2047,,2026-09-20,2026-09-20
wba_prj_01HREAL169,Lome Container Terminal 2.2m TEU Transshipment Hub,Lome Container Terminal,TGO,ports,financing_secured,city,,,Lome transshipment terminal 2.2m TEU 50-50 GTL and China Merchants EUR324m IFC EUR225m debt package Jan 2013,,2026-09-20,2026-09-20
wba_prj_01HREAL170,Kandadji Dam 130MW Niger River,Kandadji Dam,NER,dams|hydropower,suspended,district,,,Kandadji 130MW dam 180km NW Niamey by China Gezhouba 500bn CFA suspended Aug 2023 after coup sanctions,,2026-09-20,2026-09-20
wba_prj_01HREAL171,Merowe Dam 1250MW Nile River,Merowe Dam,SDN,dams|hydropower,commissioned,district,,,Merowe 1250MW Nile dam by SinoHydro with Lahmeyer design opened Mar 2009,,2026-09-20,2026-09-20
wba_prj_01HREAL172,Greater Tortue Ahmeyim GTA LNG Phase 1 2.3mtpa,GTA LNG,MRT,oil_gas,partially_completed,corridor,,,GTA Phase 1 offshore gas Mauritania and Senegal by bp operator 56 percent first gas Jan 2025 2.3mtpa,,2026-09-20,2026-09-20
wba_prj_01HREAL173,Maguga Dam Komati River Joint Project,Maguga Dam,SWZ,dams|hydropower|irrigation,commissioned,district,,,Maguga dam Komati River by WBHO R420m completed 2001 joint South Africa Eswatini,,2026-09-20,2026-09-20
wba_prj_01HREAL174,Port Victoria Rehabilitation and Extension Mahe Quay,Port Victoria,SYC,ports,construction_started,city,,,Port Victoria rehab and extension by SPA EIB EUR12.5m EU EUR5m AFD EUR16.5m Jan De Nul dredging award 2023,,2026-09-20,2026-09-20
wba_prj_01HREAL175,Freedom Bridge Juba White Nile 560m,Freedom Bridge Juba,SSD,bridges,commissioned,city,,,Freedom Bridge 560m first arched steel Nile bridge Juba by Dai Nippon Japan grant opened May 2022,,2026-09-20,2026-09-20
wba_prj_01HREAL176,Banjul Port Concession and Sanyang Deep Sea Port,Banjul Port Sanyang,GMB,ports,signed,city,,,Banjul port 30yr concession to Albayrak Turkey Jul 2024 rehab Banjul plus new Sanyang deep sea port,,2026-09-20,2026-09-20
wba_prj_01HREAL177,Djibloho Hydroelectric Plant 120MW Wele River,Djibloho Dam,GNQ,hydropower,commissioned,district,,,Djibloho 120MW Wele River plant by Sinohydro China support inaugurated Oct 2012,,2026-09-20,2026-09-20
wba_prj_01HREAL178,Neckartal Dam Fish River Keetmanshoop,Neckartal Dam,NAM,dams|hydropower|irrigation,commissioned,district,,,Neckartal 78.5m RCC Fish River by Salini Impregilo Italy N5.5bn completed Oct 2018 handed over Mar 2020 largest dam Namibia,,2026-09-20,2026-09-20
wba_prj_01HREAL179,Mogadishu Port Alport 20yr Operation Concession,Mogadishu Alport,SOM,ports,commissioned,city,,,Mogadishu port 20yr operate right to Albayrak Turkey under 2014 agreement handover Sep 2014,,2026-09-20,2026-09-20
wba_prj_01HREAL180,Imboulou Hydropower Plant 120MW Lefini River,Imboulou Dam,COG,hydropower|dams,commissioned,district,,,Imboulou 120MW Lefini by CMEC Sinohydro 280m USD provisional acceptance Nov 2010 grid backbone Congo,,2026-09-20,2026-09-20
wba_prj_01HREAL181,Doraleh Multipurpose Port 7m Tonnes Djibouti,Doraleh Multipurpose Port,DJI,ports,commissioned,city,,,Doraleh multipurpose CSCEC 421.7m USD 7.08m tonnes opened May 2017 largest Chinese port project northeast Africa,,2026-09-20,2026-09-20
wba_prj_01HREAL182,Zongo II Hydropower Plant 150MW Kongo-Central,Zongo II,COD,hydropower,commissioned,district,,,Zongo II 150MW Kongo-Central by Sinohydro 360m USD inaugurated Jun 2018 feeds Kinshasa,,2026-09-20,2026-09-20
wba_prj_01HREAL183,Tedzani IV Hydropower Plant 19MW Shire River,Tedzani IV,MWI,hydropower,commissioned,district,,,Tedzani IV 19MW Shire by EGENCO Japan USD52m commissioned May 2021 inaugurated Jun 2021,,2026-09-20,2026-09-20
wba_prj_01HREAL184,Samendeni Dam Mouhoun River Bobo-Dioulasso,Samendeni Dam,BFA,dams|hydropower|irrigation,commissioned,district,,,Samendeni Mouhoun dam by SGTM Morocco Fadoul 100bn CFA inaugurated Nov 2019 1bn m3 21000 ha,,2026-09-20,2026-09-20
wba_prj_01HREAL185,New Owendo International Port 150k TEU Libreville,Owendo Port,GAB,ports,commissioned,city,,,New Owendo port PPP State Olam AFC CFA181bn 420m dock 150k TEU operational Jun 2017 inaugurated Oct 2017,,2026-09-20,2026-09-20
wba_prj_01HREAL186,Hirgigo Power Plant Expansion 46MW Massawa,Hirgigo Power,ERI,other,commissioned,city,,,Hirgigo 46MW expansion Massawa by SFECO China 98.6m USD inaugurated Nov 2017 boosts supply 60 percent,,2026-09-20,2026-09-20
wba_prj_01HREAL187,Bumbuna Hydroelectric Plant 50MW Seli River,Bumbuna Hydro,SLE,hydropower,commissioned,district,,,Bumbuna 50MW Seli River by Salini Italy O and M contract 26.1m euro operating 2015 expected mid-2008,,2026-09-20,2026-09-20
wba_prj_01HREAL188,Ubari Gas Turbine Power Plant 640MW Fezzan,Ubari Power,LBY,other,suspended,city,,,Ubari 640MW gas turbines by ENKA Turkey Siemens equipment suspended 98 percent Dec 2017 unrest,,2026-09-20,2026-09-20
wba_prj_01HREAL189,El-Maarouf National Hospital 300-bed Moroni,El-Maarouf Hospital,COM,hospitals,construction_started,city,,,El-Maarouf 300-bed Moroni hospital by CSYIC China RMB430m OPEC 17m USD loan Feb 2024 reconstruction,,2026-09-20,2026-09-20
wba_prj_01HREAL190,Bagatelle Dam Port Louis Water Supply,Bagatelle Dam,MUS,dams|water_supply,commissioned,district,,,Bagatelle dam Port Louis water by CWE China launched Jun 2018 first Chinese-financed water project Mauritius,,2026-09-20,2026-09-20
wba_prj_01HREAL191,Felou Hydroelectric Plant 63MW Kayes Senegal River,Felou Hydro,MLI,hydropower,commissioned,district,,,Felou 63MW Kayes run-of-river by Sinohydro SOGEM OMVS commercial operation 2013,,2026-09-20,2026-09-20
wba_prj_01HREAL192,Nouakchott Container Terminal 250k TEU Port Amitie,Nouakchott Terminal,MRT,ports,commissioned,city,,,Nouakchott container terminal 250k TEU by Meridiam Arise 278m euro 30yr concession inaugurated Dec 2021,,2026-09-20,2026-09-20
wba_prj_01HREAL193,Port of Bissau Dredging and Rehabilitation 22.59bn CFA,Bissau Port Dredging,GNB,ports,construction_started,city,,,Bissau port dredging wreck removal by EBOMAF BOAD 22.59bn CFA 15bn BOAD launched Jan 2026,,2026-09-20,2026-09-20
wba_prj_01HREAL194,Sao Tome International Airport Runway 600m Extension,Sao Tome Airport,STP,airports,signed,city,,,Sao Tome runway 600m sea extension by IPPR China studies donation near 100m USD agreement Jun 2022 start in 6 months,,2026-09-20,2026-09-20
wba_prj_01HREAL195,Toamasina Port Extension Quay C4 470m,Toamasina Quay C4,MDG,ports,partially_completed,city,,,Toamasina quay C4 470m 16m draught 14000 TEU JICA 65 percent 639m USD 333m delivered Mar 2026,,2026-09-20,2026-09-20
wba_prj_01HREAL196,Cotonou Terminal 5 Bulk Terminal 20ha CHEC,Cotonou Terminal 5,BEN,ports,construction_started,city,,,Cotonou Terminal 5 bulk terminal 20ha by CHEC broke ground Jul 2021 two 100k tonne berths 70 percent Jun 2025,,2026-09-20,2026-09-20
wba_prj_01HREAL197,Punta Europa EG LNG Train 1 3.4mtpa Bioko Island,EG LNG Punta Europa,GNQ,oil_gas,commissioned,district,,,EG LNG Train 1 3.4mtpa at Punta Europa by Bechtel EPC 1.5bn FID Jun 2004 completed 2007 from Alba Field,,2026-09-20,2026-09-20
wba_prj_01HREAL198,ArcelorMittal Buchanan Rail Siding Extension Phase II,ArcelorMittal Rail,LBR,railways|ports,construction_started,corridor,,,ArcelorMittal rail siding extension Buchanan line by WBHO Phase II quadrupling ore to 20mtpa Jan to Dec 2025,,2026-09-20,2026-09-20
wba_prj_01HREAL199,Sfax-Gafsa-Gabes Phosphate Railway Renewal 190km,Phosphate Railway,TUN,railways,signed,corridor,,,Phosphate railway renewal 190km Sfax Gafsa Gabes by SNCFT Saudi Fund 55m USD loan Feb 2024,,2026-09-20,2026-09-20
wba_prj_01HREAL200,Blitta Sheikh Mohamed Bin Zayed Solar Plant 50MW,Blitta Solar,TGO,solar_power,commissioned,city,,,Blitta 50MW solar by AMEA Power Sheikh Mohamed Bin Zayed plant inaugurated Jun 2021 267km from Lome 92ha,,2026-09-20,2026-09-20
wba_prj_01HREAL201,Metolong Dam and Water Supply Programme 83m,Metolong Dam,LSO,dams|water_supply,commissioned,district,,,Metolong Dam 83m by Sinohydro M540m contract Aug 2011 supplies Maseru 75k m3 per day,,2026-09-20,2026-09-20
wba_prj_01HREAL202,Djermaya Refinery 20000bpd CNPC-SHT 60-40,Djermaya Refinery,TCD,oil_gas,commissioned,city,,,Djermaya refinery 20k bpd by CNPC 60 percent China construction inaugurated Jun 2011 near NDjamena,,2026-09-20,2026-09-20
wba_prj_01HREAL203,Agadez Solar-Diesel-Storage Hybrid 18.9MWp,Agadez Hybrid,NER,solar_power|other,signed,city,,,Agadez 18.9MWp solar diesel storage hybrid by Sterling and Wilson Vergnet for NIGELEC signed Oct 2020,,2026-09-20,2026-09-20
wba_prj_01HREAL204,Mpakeni Dam MNWAP 31 percent 2025,Mpakeni Dam,SWZ,dams|water_supply|irrigation,construction_started,district,,,Mpakeni Dam MNWAP by Sakhalive JV Sinohydro Yellow River 31 percent Aug 2025 EWADE,,2026-09-20,2026-09-20
wba_prj_01HREAL205,CLSG Interconnection Sierra Leone 530km 225kV,CLSG Sierra Leone,SLE,transmission,construction_started,corridor,,,CLSG 530km 225kV line Sierra Leone by TRANSCO CLSG Kalpataru EPC 100km ROW handed over,,2026-09-20,2026-09-20
wba_prj_01HREAL206,Bangui Municipal Road Restoration 10.3km CRCC,Bangui Roads,CAF,roads,commissioned,city,,,Bangui 10.3km municipal roads by CRCC complete overhaul dirt road to asphalt 2025,,2026-09-20,2026-09-20
wba_prj_01HREAL207,Roseires Dam Raising 10m Blue Nile 25.1km,Roseires Raising,SDN,dams|hydropower|irrigation,commissioned,district,,,Roseires Dam raising 10m to 78m 25.1km by POWERCHINA B5 B7 completed Jan 2013 longest dam world,,2026-09-20,2026-09-20
wba_prj_01HREAL208,Juba Thermal Power Station 33MW Ezra Group,Juba Thermal,SSD,other,commissioned,city,,,Juba 33MW diesel by Ezra Group Eritrea opened Nov 2019 serves 100k households first phase of 100MW,,2026-09-20,2026-09-20
wba_prj_01HREAL209,La Gogue Dam Raising 6m Mahe,La Gogue Dam,SYC,dams|water_supply,commissioned,district,,,La Gogue Dam raising 6m on Mahe by Synohydro China based Mauritius R184.6m awarded Aug 2017 93 percent Dec 2020,,2026-09-20,2026-09-20
wba_prj_01HREAL210,Glo-Djigbe International Airport 360bn CFA 4250m,Glo-Djigbe Airport,BEN,airports,proposed,district,,,Glo-Djigbe airport by AVIC China 360bn CFA 4250m runway 1.6m pax boucles 100 percent Jun 2021,,2026-09-20,2026-09-20
wba_prj_01HREAL211,Sapeke Bridge Bangui 36m China Shanxi 6bn CFA,Sapeke Bridge,CAF,bridges,commissioned,city,,,Sapeke Bridge Bangui by China Shanxi Group 36m 6bn CFA connect 2nd and 6th arrondissements inaugurated Mar 2018,,2026-09-20,2026-09-20
wba_prj_01HREAL212,Djibouti International Free Trade Zone 48km2 3.5bn,DIFTZ,DJI,special_economic_zones|ports,commissioned,city,,,DIFTZ 48km2 3.5bn by Dalian Port China jointly with DPFZA and China Merchants commissioned Jul 2018,,2026-09-20,2026-09-20
wba_prj_01HREAL213,Comoros Maritime Corridor Port Modernisation 135m AfDB,Comoros Maritime,COM,ports|special_economic_zones,signed,city,,,Comoros maritime corridor by AfDB 135m USD extension Moroni and Boingoma ports special economic zone Aug 2024,,2026-09-20,2026-09-20
wba_prj_01HREAL214,Cote dOr National Sports Complex 15000 seats Saint Pierre,Cote dOr Sports,MUS,other,commissioned,city,,,Cote dOr sports complex 15000 seats by CSCEC China completed Jul 2019 largest Mauritius,,2026-09-20,2026-09-20
wba_prj_01HREAL215,RN2 Toamasina-Tsarakofafa Road 9.86km AFECC,RN2 Toamasina,MDG,roads,construction_started,corridor,,,RN2 road 3.606km widening plus 6.26km construction by AFECC China 408m RMB loan Sep 2018 started Apr 2019,,2026-09-20,2026-09-20
wba_prj_01HREAL216,Osvaldo Vieira Airport Technical Block and Control Tower 4.7bn CFA,Osvaldo Vieira ATC,GNB,airports,construction_started,city,,,Osvaldo Vieira airport technical block and tower by China Railway 11th Bureau 4.7bn CFA ASECNA finance completed structure 2026,,2026-09-20,2026-09-20
wba_prj_01HREAL217,Ouidah Marina Waterfront Heritage Tourism Complex,La Marina Ouidah,BEN,tourism|urban_development,construction_started,city,,,Ouidah Marina waterfront by Yunnan Construction Investment Group funded Bank of China ICBC heritage tourism 2027,,2026-09-20,2026-09-20
wba_prj_01HREAL218,Bossarangba-Mbaiki Road Section 68km Lot2 Corridor,Bossarangba Road,CAF,roads,signed,corridor,,,Bossarangba to Mbaiki road 68km plus 3.19km urban by Stecol Sinohydro joint venture 66.2m USD AfDB Lot2 corridor,,2026-09-20,2026-09-20
wba_prj_01HREAL219,Jin Fei Smart City Eden Garden 211ha Riche Terre,Jin Fei City,MUS,urban_development|special_economic_zones,construction_started,city,,,Jin Fei Smart City 211ha by Shanxi Investments Group Eden Garden unveiled Oct 2018 first smart city Mauritius,,2026-09-20,2026-09-20
wba_prj_01HREAL220,Ile Aurore Dredging Phase1 Jan De Nul 2026,Ile Aurore,SYC,ports,construction_started,city,,,Ile Aurore dredging Phase1 by Jan De Nul signed Jan 2026 reclamation for housing,,2026-09-20,2026-09-20
