id,project_id,contract_id,org_id,role,start_date,end_date,share_percent,notes
wba_par_01HREAL192,wba_prj_01HREAL176,wba_ctr_01HREAL159,wba_org_01HREAL309,operator,,,,Albayrak 30yr concession operator Banjul Sanyang
wba_par_01HREAL193,wba_prj_01HREAL177,wba_ctr_01HREAL160,wba_org_01HREAL001,contractor,,,,Sinohydro EPC contractor Djibloho 120MW
wba_par_01HREAL194,wba_prj_01HREAL178,wba_ctr_01HREAL161,wba_org_01HREAL146,contractor,,,,Salini Impregilo contractor Neckartal handed over 2020
wba_par_01HREAL195,wba_prj_01HREAL179,wba_ctr_01HREAL162,wba_org_01HREAL309,operator,,,,Albayrak 20yr operator Mogadishu port
wba_par_01HREAL196,wba_prj_01HREAL180,wba_ctr_01HREAL163,wba_org_01HREAL001,contractor,,,,SINOHYDRO built Imboulou CMEC general contractor
wba_par_01HREAL197,wba_prj_01HREAL181,wba_ctr_01HREAL164,wba_org_01HREAL088,contractor,,,,CSCEC contractor Doraleh 421.7m
wba_par_01HREAL198,wba_prj_01HREAL182,wba_ctr_01HREAL165,wba_org_01HREAL001,contractor,,,,Sinohydro contractor Zongo II 150MW
wba_par_01HREAL199,wba_prj_01HREAL183,wba_ctr_01HREAL166,wba_org_01HREAL323,operator,,,,EGENCO owner operator Tedzani IV
wba_par_01HREAL200,wba_prj_01HREAL183,wba_ctr_01HREAL166,wba_org_01HREAL325,financier,,,,Japan USD52m grant financier Tedzani IV
wba_par_01HREAL201,wba_prj_01HREAL184,wba_ctr_01HREAL167,wba_org_01HREAL326,contractor,,,,SGTM consortium contractor Samendeni
wba_par_01HREAL202,wba_prj_01HREAL185,wba_ctr_01HREAL168,wba_org_01HREAL328,developer,,,,Olam PPP developer Owendo with State AFC
wba_par_01HREAL203,wba_prj_01HREAL186,wba_ctr_01HREAL169,wba_org_01HREAL299,contractor,,,,SFECO contractor Hirgigo 46MW
wba_par_01HREAL204,wba_prj_01HREAL187,wba_ctr_01HREAL170,wba_org_01HREAL146,contractor,,,,Salini builder and O and M operator Bumbuna 50MW
wba_par_01HREAL205,wba_prj_01HREAL188,wba_ctr_01HREAL171,wba_org_01HREAL331,contractor,,,,ENKA EPC contractor Ubari 640MW
wba_par_01HREAL206,wba_prj_01HREAL188,wba_ctr_01HREAL171,wba_org_01HREAL337,supplier,,,,Siemens 4x160MW turbine supplier Ubari
wba_par_01HREAL207,wba_prj_01HREAL189,wba_ctr_01HREAL172,wba_org_01HREAL259,contractor,,,,CSYIC contractor El-Maarouf RMB430m
wba_par_01HREAL208,wba_prj_01HREAL189,wba_ctr_01HREAL172,wba_org_01HREAL334,financier,,,,OPEC Fund 17m USD financier El-Maarouf
wba_par_01HREAL209,wba_prj_01HREAL190,wba_ctr_01HREAL173,wba_org_01HREAL159,contractor,,,,CWE contractor Bagatelle dam
wba_par_01HREAL210,wba_prj_01HREAL191,wba_ctr_01HREAL174,wba_org_01HREAL001,contractor,,,,Sinohydro EPC contractor Felou 63MW
wba_par_01HREAL211,wba_prj_01HREAL192,wba_ctr_01HREAL175,wba_org_01HREAL336,developer,,,,Meridiam codeveloper Nouakchott 278m
wba_par_01HREAL212,wba_prj_01HREAL193,wba_ctr_01HREAL176,wba_org_01HREAL339,contractor,,,,EBOMAF contractor Bissau dredging
wba_par_01HREAL213,wba_prj_01HREAL193,wba_ctr_01HREAL176,wba_org_01HREAL338,financier,,,,BOAD 15bn CFA financier Bissau
wba_par_01HREAL214,wba_prj_01HREAL194,wba_ctr_01HREAL177,wba_org_01HREAL341,consultant,,,,IPPR China feasibility environmental studies Sao Tome
wba_par_01HREAL215,wba_prj_01HREAL195,wba_ctr_01HREAL178,wba_org_01HREAL040,financier,,,,JICA 65 percent financier Toamasina 411m
wba_par_01HREAL216,wba_prj_01HREAL196,wba_ctr_01HREAL179,wba_org_01HREAL152,contractor,,,,CHEC contractor Cotonou Terminal 5
wba_par_01HREAL217,wba_prj_01HREAL197,wba_ctr_01HREAL180,wba_org_01HREAL344,contractor,,,,Bechtel EPC contractor EG LNG
wba_par_01HREAL218,wba_prj_01HREAL197,wba_ctr_01HREAL180,wba_org_01HREAL345,operator,,,,Marathon operator Alba Field EG LNG
wba_par_01HREAL219,wba_prj_01HREAL198,wba_ctr_01HREAL181,wba_org_01HREAL306,contractor,,,,WBHO contractor ArcelorMittal siding
wba_par_01HREAL220,wba_prj_01HREAL198,wba_ctr_01HREAL181,wba_org_01HREAL346,developer,,,,ArcelorMittal developer rail expansion
wba_par_01HREAL221,wba_prj_01HREAL199,wba_ctr_01HREAL182,wba_org_01HREAL347,financier,,,,Saudi Fund financier 55m phosphate railway
wba_par_01HREAL222,wba_prj_01HREAL199,wba_ctr_01HREAL182,wba_org_01HREAL348,contractor,,,,SNCFT contractor/operator phosphate railway
wba_par_01HREAL223,wba_prj_01HREAL200,wba_ctr_01HREAL183,wba_org_01HREAL349,developer,,,,AMEA Power developer Blitta 50MW
wba_par_01HREAL224,wba_prj_01HREAL201,wba_ctr_01HREAL184,wba_org_01HREAL001,contractor,,,,Sinohydro contractor Metolong M540m
wba_par_01HREAL225,wba_prj_01HREAL202,wba_ctr_01HREAL185,wba_org_01HREAL143,contractor,,,,CNPC 60 percent contractor Djermaya
wba_par_01HREAL226,wba_prj_01HREAL203,wba_ctr_01HREAL186,wba_org_01HREAL352,contractor,,,,Sterling and Wilson contractor Agadez hybrid
wba_par_01HREAL227,wba_prj_01HREAL204,wba_ctr_01HREAL187,wba_org_01HREAL354,contractor,,,,Sakhalive JV contractor Mpakeni
wba_par_01HREAL228,wba_prj_01HREAL205,wba_ctr_01HREAL188,wba_org_01HREAL355,developer,,,,TRANSCO CLSG developer Sierra Leone line
wba_par_01HREAL229,wba_prj_01HREAL206,wba_ctr_01HREAL189,wba_org_01HREAL356,contractor,,,,CRCC contractor Bangui 10.3km
wba_par_01HREAL230,wba_prj_01HREAL207,wba_ctr_01HREAL190,wba_org_01HREAL002,contractor,,,,POWERCHINA contractor Roseires raising
wba_par_01HREAL231,wba_prj_01HREAL208,wba_ctr_01HREAL191,wba_org_01HREAL358,contractor,,,,Ezra Group contractor Juba 33MW
wba_par_01HREAL232,wba_prj_01HREAL209,wba_ctr_01HREAL192,wba_org_01HREAL359,contractor,,,,Synohydro contractor La Gogue raising
wba_par_01HREAL233,wba_prj_01HREAL210,wba_ctr_01HREAL193,wba_org_01HREAL157,contractor,,,,AVIC contractor Glo-Djigbe 360bn
wba_par_01HREAL234,wba_prj_01HREAL211,wba_ctr_01HREAL194,wba_org_01HREAL360,contractor,,,,China Shanxi contractor Sapeke 6bn
wba_par_01HREAL235,wba_prj_01HREAL212,wba_ctr_01HREAL195,wba_org_01HREAL361,contractor,,,,Dalian Port builder DIFTZ 3.5bn
wba_par_01HREAL236,wba_prj_01HREAL213,wba_ctr_01HREAL196,wba_org_01HREAL038,financier,,,,AfDB financier Comoros 135m
wba_par_01HREAL237,wba_prj_01HREAL214,wba_ctr_01HREAL197,wba_org_01HREAL088,contractor,,,,CSCEC contractor Cote dOr sports complex
wba_par_01HREAL238,wba_prj_01HREAL215,wba_ctr_01HREAL198,wba_org_01HREAL363,contractor,,,,AFECC contractor RN2
wba_par_01HREAL239,wba_prj_01HREAL216,wba_ctr_01HREAL199,wba_org_01HREAL364,contractor,,,,China Railway 11th Bureau contractor Osvaldo ATC
wba_par_01HREAL240,wba_prj_01HREAL217,wba_ctr_01HREAL200,wba_org_01HREAL365,contractor,,,,Yunnan contractor Ouidah La Marina
wba_par_01HREAL241,wba_prj_01HREAL218,wba_ctr_01HREAL201,wba_org_01HREAL366,contractor,,,,Stecol contractor Bossarangba road
wba_par_01HREAL242,wba_prj_01HREAL219,wba_ctr_01HREAL202,wba_org_01HREAL367,developer,,,,Shanxi Investments developer Jin Fei City
wba_par_01HREAL243,wba_prj_01HREAL220,wba_ctr_01HREAL203,wba_org_01HREAL368,contractor,,,,Jan De Nul contractor Ile Aurore dredging
