id,project_id,title,contract_id_external,contracting_authority,contractor,contract_type,procurement_method,status,award_date,sign_date,start_date,end_date,currency,value_original,value_precision,financing_source,amendment_count,notes
wba_ctr_01HREAL074,wba_prj_01HREAL100,Dakhla Port EPC,,wba_org_01HREAL149,wba_org_01HREAL148,construction,direct_award,active,wba_date_01HREAL181,,,,MAD,,undisclosed,,0,"SGTM Morocco, 1,650m deepwater, 2021-2028"
wba_ctr_01HREAL075,wba_prj_01HREAL101,El Dabaa Nuclear Power Plant Contract,,wba_org_01HREAL150,wba_org_01HREAL150,construction,direct_award,completed,wba_date_01HREAL182,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL076,wba_prj_01HREAL102,Egypt High-Speed Rail 2000km Contract,,wba_org_01HREAL150,wba_org_01HREAL151,construction,direct_award,completed,wba_date_01HREAL183,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL077,wba_prj_01HREAL103,Lekki Deep Sea Port Contract,,wba_org_01HREAL150,wba_org_01HREAL152,construction,direct_award,completed,wba_date_01HREAL184,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL078,wba_prj_01HREAL104,Zungeru Hydropower 700MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL185,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL079,wba_prj_01HREAL105,Nachtigal Hydropower 420MW Contract,,wba_org_01HREAL150,wba_org_01HREAL154,construction,direct_award,completed,wba_date_01HREAL186,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL080,wba_prj_01HREAL106,Koysha Hydropower 2200MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL187,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL081,wba_prj_01HREAL107,Second River Niger Bridge Contract,,wba_org_01HREAL150,wba_org_01HREAL156,construction,direct_award,completed,wba_date_01HREAL188,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL082,wba_prj_01HREAL108,Antonio Agostinho Neto Airport Luanda Contract,,wba_org_01HREAL150,wba_org_01HREAL157,construction,direct_award,completed,wba_date_01HREAL189,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL083,wba_prj_01HREAL109,Henri Konan Bedie Bridge Contract,,wba_org_01HREAL150,wba_org_01HREAL086,construction,direct_award,completed,wba_date_01HREAL190,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL084,wba_prj_01HREAL110,Isimba Hydropower 183MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL191,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL085,wba_prj_01HREAL111,Lagos Blue Line 27km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL192,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL086,wba_prj_01HREAL112,Algiers Metro Line 1 Contract,,wba_org_01HREAL150,wba_org_01HREAL161,construction,direct_award,completed,wba_date_01HREAL193,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL087,wba_prj_01HREAL113,Memve'ele Hydropower 211MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL194,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL088,wba_prj_01HREAL114,Lagos-Ibadan Railway 157km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL195,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL089,wba_prj_01HREAL115,Benban Solar Park 390MW Contract,,wba_org_01HREAL150,wba_org_01HREAL164,construction,direct_award,completed,wba_date_01HREAL196,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL090,wba_prj_01HREAL116,Tanger Med Port Complex Contract,,wba_org_01HREAL150,wba_org_01HREAL165,construction,direct_award,completed,wba_date_01HREAL197,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL091,wba_prj_01HREAL117,Casablanca Tramway Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL198,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL092,wba_prj_01HREAL118,Kotoka Airport Terminal 3 Contract,,wba_org_01HREAL150,wba_org_01HREAL167,construction,direct_award,completed,wba_date_01HREAL199,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL093,wba_prj_01HREAL119,Medupi Power Station 4800MW Contract,,wba_org_01HREAL150,wba_org_01HREAL168,construction,direct_award,completed,wba_date_01HREAL200,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL094,wba_prj_01HREAL120,Gibe III Hydropower 1870MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL201,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL095,wba_prj_01HREAL121,Souapiti Hydropower 450MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL202,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL096,wba_prj_01HREAL122,Kaleta Hydropower 240MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL203,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL097,wba_prj_01HREAL123,Rusumo Falls Hydropower 80MW Contract,,wba_org_01HREAL150,wba_org_01HREAL042,construction,direct_award,completed,wba_date_01HREAL204,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL098,wba_prj_01HREAL124,Julius Nyerere Airport Terminal 3 Contract,,wba_org_01HREAL150,wba_org_01HREAL173,construction,direct_award,completed,wba_date_01HREAL205,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL099,wba_prj_01HREAL125,Kinguele Aval Hydropower 35MW Contract,,wba_org_01HREAL150,wba_org_01HREAL174,construction,direct_award,completed,wba_date_01HREAL206,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL100,wba_prj_01HREAL126,Dar es Salaam BRT Phase 1 Contract,,wba_org_01HREAL150,wba_org_01HREAL175,construction,direct_award,completed,wba_date_01HREAL207,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL101,wba_prj_01HREAL127,Abuja-Kaduna Railway 186.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL208,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL102,wba_prj_01HREAL128,Nairobi-Nakuru-Mau Summit Highway Contract,,wba_org_01HREAL150,wba_org_01HREAL161,construction,direct_award,completed,wba_date_01HREAL209,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL103,wba_prj_01HREAL129,Diamniadio Olympic Stadium 50000 Contract,,wba_org_01HREAL150,wba_org_01HREAL178,construction,direct_award,completed,wba_date_01HREAL210,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL104,wba_prj_01HREAL130,Autoroute de l'Avenir 42.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL121,construction,direct_award,completed,wba_date_01HREAL211,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL105,wba_prj_01HREAL131,Lusaka-Ndola Dual Carriageway 321km Contract,,wba_org_01HREAL150,wba_org_01HREAL180,construction,direct_award,completed,wba_date_01HREAL212,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL106,wba_prj_01HREAL132,Kusile Power Station 4800MW Contract,,wba_org_01HREAL150,wba_org_01HREAL181,construction,direct_award,completed,wba_date_01HREAL213,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL107,wba_prj_01HREAL133,Cairo Light Rail Transit 70km Contract,,wba_org_01HREAL150,wba_org_01HREAL182,construction,direct_award,completed,wba_date_01HREAL214,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL108,wba_prj_01HREAL134,Cairo Monorail 99km Contract,,wba_org_01HREAL150,wba_org_01HREAL183,construction,direct_award,completed,wba_date_01HREAL215,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL109,wba_prj_01HREAL135,Al Boraq Tangier-Kenitra HSR 323km Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL216,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL110,wba_prj_01HREAL136,Kano-Maradi Railway 384km Contract,,wba_org_01HREAL150,wba_org_01HREAL185,construction,direct_award,completed,wba_date_01HREAL217,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL111,wba_prj_01HREAL137,Port of Cotonou Extension Contract,,wba_org_01HREAL150,wba_org_01HREAL186,construction,direct_award,completed,wba_date_01HREAL218,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL112,wba_prj_01HREAL138,Tanzania SGR Phase 1 Dar-Morogoro 205km Contract,,wba_org_01HREAL150,wba_org_01HREAL054,construction,direct_award,completed,wba_date_01HREAL219,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL113,wba_prj_01HREAL139,Nador West Med Port Contract,,wba_org_01HREAL150,wba_org_01HREAL188,construction,direct_award,completed,wba_date_01HREAL220,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL114,wba_prj_01HREAL140,Singrobo-Ahouaty 44MW Contract,,wba_org_01HREAL150,wba_org_01HREAL052,construction,direct_award,completed,wba_date_01HREAL221,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL115,wba_prj_01HREAL141,Azura-Edo IPP 459MW Contract,,wba_org_01HREAL150,wba_org_01HREAL190,construction,direct_award,completed,wba_date_01HREAL222,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL116,wba_prj_01HREAL142,Berbera Port Expansion 400m Contract,,wba_org_01HREAL150,wba_org_01HREAL134,construction,direct_award,completed,wba_date_01HREAL223,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL117,wba_prj_01HREAL143,Itezhi-Tezhi 120MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL224,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL118,wba_prj_01HREAL144,Ashegoda Wind Farm 120MW Contract,,wba_org_01HREAL150,wba_org_01HREAL193,construction,direct_award,completed,wba_date_01HREAL225,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL119,wba_prj_01HREAL145,Safi Independent Power Plant 1386MW Contract,,wba_org_01HREAL150,wba_org_01HREAL194,construction,direct_award,completed,wba_date_01HREAL226,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL120,wba_prj_01HREAL146,Kpone IPP 350MW Contract,,wba_org_01HREAL150,wba_org_01HREAL195,construction,direct_award,completed,wba_date_01HREAL227,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL121,wba_prj_01HREAL147,Bujagali Hydropower 250MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL228,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL122,wba_prj_01HREAL148,Rabat-Sale Tramway 19.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL229,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL123,wba_prj_01HREAL149,Karimenu II Dam Water Supply Contract,,wba_org_01HREAL150,wba_org_01HREAL157,construction,direct_award,completed,wba_date_01HREAL230,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL124,wba_prj_01HREAL150,Taiba N'Diaye Wind Farm 158.7MW Contract,,wba_org_01HREAL150,wba_org_01HREAL199,construction,direct_award,completed,wba_date_01HREAL231,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL150,wba_prj_01HREAL151,Kipeto Wind Farm 100MW Contract,,wba_org_01HREAL150,wba_org_01HREAL200,construction,direct_award,completed,wba_date_01HREAL232,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL151,wba_prj_01HREAL152,Reppie Waste-to-Energy Plant 25MW Contract,,wba_org_01HREAL150,wba_org_01HREAL201,construction,direct_award,completed,wba_date_01HREAL233,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL152,wba_prj_01HREAL153,Mozambique LNG Area 1 13.1mtpa Contract,,wba_org_01HREAL150,wba_org_01HREAL121,construction,direct_award,completed,wba_date_01HREAL234,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL153,wba_prj_01HREAL154,Coral South FLNG 3.4mtpa Contract,,wba_org_01HREAL150,wba_org_01HREAL203,construction,direct_award,completed,wba_date_01HREAL235,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL154,wba_prj_01HREAL155,Mambilla Hydropower 3050MW Contract,,wba_org_01HREAL150,wba_org_01HREAL204,construction,direct_award,completed,wba_date_01HREAL236,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL155,wba_prj_01HREAL156,Ingula Pumped Storage Scheme 1332MW Contract,,wba_org_01HREAL150,wba_org_01HREAL205,construction,direct_award,completed,wba_date_01HREAL237,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL156,wba_prj_01HREAL157,Angola LNG Plant Soyo 5.2mtpa Contract,,wba_org_01HREAL150,wba_org_01HREAL206,construction,direct_award,completed,wba_date_01HREAL238,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL157,wba_prj_01HREAL158,Dangote Petroleum Refinery 650kbd Contract,,wba_org_01HREAL150,wba_org_01HREAL207,construction,direct_award,completed,wba_date_01HREAL239,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL158,wba_prj_01HREAL159,Konza Technopolis 400kV Isinya-Konza TL Contract,,wba_org_01HREAL150,wba_org_01HREAL208,construction,direct_award,completed,wba_date_01HREAL240,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL159,wba_prj_01HREAL160,KivuWatt Methane Power Plant 26MW Contract,,wba_org_01HREAL150,wba_org_01HREAL209,construction,direct_award,completed,wba_date_01HREAL241,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL160,wba_prj_01HREAL161,Nyabarongo I Hydropower 28MW Contract,,wba_org_01HREAL150,wba_org_01HREAL210,construction,direct_award,completed,wba_date_01HREAL242,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL161,wba_prj_01HREAL162,Grand Poubara Hydropower 160MW Contract,,wba_org_01HREAL150,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL243,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL162,wba_prj_01HREAL163,Maamba Coal Power Plant 300MW Contract,,wba_org_01HREAL150,wba_org_01HREAL212,construction,direct_award,completed,wba_date_01HREAL244,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL163,wba_prj_01HREAL164,Pwalugu Multipurpose Dam 60MW Contract,,wba_org_01HREAL150,wba_org_01HREAL002,construction,direct_award,completed,wba_date_01HREAL245,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL164,wba_prj_01HREAL165,Greater Tortue Ahmeyim GTA LNG FPSO Contract,,wba_org_01HREAL150,wba_org_01HREAL214,construction,direct_award,completed,wba_date_01HREAL246,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL165,wba_prj_01HREAL166,Kigali Bulk Water Supply 40000m3/day Contract,,wba_org_01HREAL150,wba_org_01HREAL215,construction,direct_award,completed,wba_date_01HREAL247,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL166,wba_prj_01HREAL167,Nairobi Western Bypass 15.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL007,construction,direct_award,completed,wba_date_01HREAL248,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL167,wba_prj_01HREAL168,Addis Ababa-Adama Expressway Phase I 80km Contract,,wba_org_01HREAL150,wba_org_01HREAL008,construction,direct_award,completed,wba_date_01HREAL249,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL168,wba_prj_01HREAL169,Isiolo-Moyale Highway A2 Contract,,wba_org_01HREAL150,wba_org_01HREAL067,construction,direct_award,completed,wba_date_01HREAL250,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL169,wba_prj_01HREAL170,Jorf Lasfar Power Extension Units 5-6 700MW Contract,,wba_org_01HREAL150,wba_org_01HREAL219,construction,direct_award,completed,wba_date_01HREAL251,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL170,wba_prj_01HREAL171,Tarfaya Wind Farm 301MW Contract,,wba_org_01HREAL150,wba_org_01HREAL220,construction,direct_award,completed,wba_date_01HREAL252,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL171,wba_prj_01HREAL172,Inga II Hydropower Rehabilitation 1424MW Contract,,wba_org_01HREAL150,wba_org_01HREAL058,construction,direct_award,completed,wba_date_01HREAL253,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL172,wba_prj_01HREAL173,Chambishi Multi-Facility Economic Zone Contract,,wba_org_01HREAL150,wba_org_01HREAL222,construction,direct_award,completed,wba_date_01HREAL254,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL173,wba_prj_01HREAL174,Garissa Solar Power Plant 55MW Contract,,wba_org_01HREAL150,wba_org_01HREAL223,construction,direct_award,completed,wba_date_01HREAL255,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL174,wba_prj_01HREAL175,Tatu City SEZ 5000-acre Contract,,wba_org_01HREAL150,wba_org_01HREAL224,construction,direct_award,completed,wba_date_01HREAL256,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL175,wba_prj_01HREAL176,Central African Backbone Fiber Phase 1 Contract,,wba_org_01HREAL150,wba_org_01HREAL035,construction,direct_award,completed,wba_date_01HREAL257,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL176,wba_prj_01HREAL177,Polihali Dam LHWP Phase II 165m Contract,,wba_org_01HREAL150,wba_org_01HREAL226,construction,direct_award,completed,wba_date_01HREAL258,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL177,wba_prj_01HREAL178,Aftout Essahli Water Supply Expansion Nouakchott Contract,,wba_org_01HREAL150,wba_org_01HREAL227,construction,direct_award,completed,wba_date_01HREAL259,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL178,wba_prj_01HREAL179,Kribi Gas-Fired Power Plant 216MW Contract,,wba_org_01HREAL150,wba_org_01HREAL228,construction,direct_award,completed,wba_date_01HREAL260,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL179,wba_prj_01HREAL180,Cairo Metro Line 3 Phase 3 17.7km Contract,,wba_org_01HREAL150,wba_org_01HREAL229,construction,direct_award,completed,wba_date_01HREAL261,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL180,wba_prj_01HREAL181,Romainville Solar PV 5MW Contract,,wba_org_01HREAL150,wba_org_01HREAL230,construction,direct_award,completed,wba_date_01HREAL262,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL181,wba_prj_01HREAL182,Karpowership Freetown 65MW Contract,,wba_org_01HREAL150,wba_org_01HREAL231,construction,direct_award,completed,wba_date_01HREAL263,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL182,wba_prj_01HREAL183,Ruzizi III Hydropower 147MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL264,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL183,wba_prj_01HREAL184,Dekemhare Solar Plant 30MW Contract,,wba_org_01HREAL150,wba_org_01HREAL111,construction,direct_award,completed,wba_date_01HREAL265,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL184,wba_prj_01HREAL185,Ghoubet Wind Farm 60MW Contract,,wba_org_01HREAL150,wba_org_01HREAL220,construction,direct_award,completed,wba_date_01HREAL266,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL185,wba_prj_01HREAL186,Aysha Wind Farm 120MW Contract,,wba_org_01HREAL150,wba_org_01HREAL235,construction,direct_award,completed,wba_date_01HREAL267,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL186,wba_prj_01HREAL187,Toshka Mubarak Pumping Station 21-pump Contract,,wba_org_01HREAL150,wba_org_01HREAL236,construction,direct_award,completed,wba_date_01HREAL268,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL187,wba_prj_01HREAL188,Atuabo Gas Processing Plant 150mmscfd Contract,,wba_org_01HREAL150,wba_org_01HREAL237,construction,direct_award,completed,wba_date_01HREAL269,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL188,wba_prj_01HREAL189,NLNG Train 7 Bonny Island 8mtpa Contract,,wba_org_01HREAL150,wba_org_01HREAL238,construction,direct_award,completed,wba_date_01HREAL270,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL189,wba_prj_01HREAL190,Redstone CSP 100MW Tower Contract,,wba_org_01HREAL150,wba_org_01HREAL081,construction,direct_award,completed,wba_date_01HREAL271,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL190,wba_prj_01HREAL191,Rades Combined Cycle 471MW Contract,,wba_org_01HREAL150,wba_org_01HREAL240,construction,direct_award,completed,wba_date_01HREAL272,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL191,wba_prj_01HREAL192,Tilenga Central Processing Facility 190kbpd Contract,,wba_org_01HREAL150,wba_org_01HREAL121,construction,direct_award,completed,wba_date_01HREAL273,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL192,wba_prj_01HREAL193,Cabinda Refinery 60kbpd Phase I Contract,,wba_org_01HREAL150,wba_org_01HREAL242,construction,direct_award,completed,wba_date_01HREAL274,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL193,wba_prj_01HREAL194,Tobene IPP 96MW Contract,,wba_org_01HREAL150,wba_org_01HREAL243,construction,direct_award,completed,wba_date_01HREAL275,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL194,wba_prj_01HREAL195,Azito Thermal Power Plant Phase IV 253MW Contract,,wba_org_01HREAL150,wba_org_01HREAL244,construction,direct_award,completed,wba_date_01HREAL276,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL195,wba_prj_01HREAL196,Amaria Hydropower Dam 300MW Contract,,wba_org_01HREAL150,wba_org_01HREAL245,construction,direct_award,completed,wba_date_01HREAL277,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL196,wba_prj_01HREAL197,Sendje Hydropower Plant 200MW Contract,,wba_org_01HREAL150,wba_org_01HREAL246,construction,direct_award,completed,wba_date_01HREAL278,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL197,wba_prj_01HREAL198,Singida Wind Farm 100MW Phase I Contract,,wba_org_01HREAL150,wba_org_01HREAL247,construction,direct_award,completed,wba_date_01HREAL279,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL198,wba_prj_01HREAL199,Malagarasi Hydropower 32.5MW Contract,,wba_org_01HREAL150,wba_org_01HREAL248,construction,direct_award,completed,wba_date_01HREAL280,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL199,wba_prj_01HREAL200,Mombasa Phase 2 Contract,,wba_org_01HREAL150,wba_org_01HREAL152,construction,direct_award,completed,wba_date_01HREAL281,,,,JPY,,undisclosed,,0,
wba_ctr_01HREAL200,wba_prj_01HREAL201,Glo-Djigbe Airport EPC Contract,,wba_org_01HREAL251,wba_org_01HREAL088,construction,direct_award,active,wba_date_01HREAL332,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL201,wba_prj_01HREAL202,Ouaga-Bobo Highway EPC Contract,,wba_org_01HREAL253,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL340,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL202,wba_prj_01HREAL203,Pointe-Noire Brazzaville Road Phase 2 Contract,,wba_org_01HREAL255,wba_org_01HREAL254,construction,direct_award,completed,wba_date_01HREAL343,wba_date_01HREAL344,,,USD,1000000000,approx,,0,
wba_ctr_01HREAL203,wba_prj_01HREAL204,Moheli Ring Road EPC Contract,,wba_org_01HREAL257,wba_org_01HREAL256,construction,direct_award,active,wba_date_01HREAL336,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL204,wba_prj_01HREAL205,Banjul Port Expansion Concession,,wba_org_01HREAL259,wba_org_01HREAL258,construction,concession,active,wba_date_01HREAL337,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL205,wba_prj_01HREAL206,Bissau Port Rehabilitation Contract,,wba_org_01HREAL262,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL338,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL206,wba_prj_01HREAL207,Mount Coffee Extension EPC Contract,,wba_org_01HREAL262,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL339,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL207,wba_prj_01HREAL208,Misrata Port Expansion Contract,,wba_org_01HREAL262,wba_org_01HREAL088,construction,direct_award,active,wba_date_01HREAL340,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL208,wba_prj_01HREAL209,Bamako-Bure Road Contract,,wba_org_01HREAL261,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL341,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL209,wba_prj_01HREAL210,Bangui River Port Contract,,wba_org_01HREAL262,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL342,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL210,wba_prj_01HREAL211,Antananarivo Toamasina Highway Contract,,wba_org_01HREAL263,wba_org_01HREAL088,construction,direct_award,proposed,wba_date_01HREAL346,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL211,wba_prj_01HREAL212,Nouakchott Port Phase 2 Contract,,wba_org_01HREAL264,wba_org_01HREAL152,construction,direct_award,active,wba_date_01HREAL347,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL212,wba_prj_01HREAL213,Port Louis Harbour Contract,,wba_org_01HREAL265,wba_org_01HREAL152,construction,direct_award,completed,wba_date_01HREAL348,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL213,wba_prj_01HREAL214,Mangochi Water Contract,,wba_org_01HREAL266,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL349,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL214,wba_prj_01HREAL215,Walvis Bay Corridor Contract,,wba_org_01HREAL267,wba_org_01HREAL088,construction,direct_award,completed,wba_date_01HREAL350,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL215,wba_prj_01HREAL216,Khartoum Bridge Contract,,wba_org_01HREAL268,wba_org_01HREAL088,construction,direct_award,proposed,wba_date_01HREAL351,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL216,wba_prj_01HREAL217,Juba Distribution Contract,,wba_org_01HREAL269,wba_org_01HREAL002,construction,direct_award,active,wba_date_01HREAL352,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL217,wba_prj_01HREAL218,Sao Tome Airport Contract,,wba_org_01HREAL270,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL353,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL218,wba_prj_01HREAL219,Mbabane Bypass Contract,,wba_org_01HREAL271,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL354,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL219,wba_prj_01HREAL220,Victoria Port Contract,,wba_org_01HREAL272,wba_org_01HREAL088,construction,direct_award,proposed,wba_date_01HREAL355,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL220,wba_prj_01HREAL221,Ndjamena Water Contract,,wba_org_01HREAL273,wba_org_01HREAL042,construction,direct_award,active,wba_date_01HREAL356,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL221,wba_prj_01HREAL222,Lome Bypass Contract,,wba_org_01HREAL274,wba_org_01HREAL007,construction,direct_award,proposed,wba_date_01HREAL357,,,,USD,,undisclosed,,0,
