id,source_id,project_id,organization_id,contract_id,verbatim_quote,claim_text,claim_type,evidence_strength,corroboration_status
wba_clm_01HREAL074,wba_src_01HREAL114,wba_prj_01HREAL091,wba_org_01HREAL122,wba_ctr_01HREAL089,Gouina 140MW constructed by Sinohydro Bureau 15 inaugurated Dec 2022.,Sinohydro Bureau 15 built Gouina 140MW inaugurated Dec 2022.,award,officially_reported,corroborated
wba_clm_01HREAL075,wba_src_01HREAL115,wba_prj_01HREAL092,wba_org_01HREAL007,wba_ctr_01HREAL090,Friendship Port of Nouakchott built by CRBC April 1979-September 1986.,CRBC built Friendship Port Nouakchott 1979-1986.,award,officially_reported,corroborated
wba_clm_01HREAL076,wba_src_01HREAL116,wba_prj_01HREAL093,wba_org_01HREAL124,wba_ctr_01HREAL091,"Larsen & Toubro to build light rail Metro Express in Mauritius, 31 July 2017.",L&T to build Metro Express Mauritius 31 July 2017.,award,officially_reported,corroborated
wba_clm_01HREAL077,wba_src_01HREAL117,wba_prj_01HREAL094,wba_org_01HREAL125,wba_ctr_01HREAL092,China to invest $100m Sao Tome International Airport expansion 600m runway.,China $100m Sao Tome Airport 600m runway.,award,corroborated,corroborated
wba_clm_01HREAL078,wba_src_01HREAL118,wba_prj_01HREAL095,wba_org_01HREAL126,wba_ctr_01HREAL093,Jan De Nul wins Port Victoria dredging contract 8 Feb 2023.,Jan De Nul wins Port Victoria dredging 8 Feb 2023.,award,corroborated,corroborated
wba_clm_01HREAL079,wba_src_01HREAL119,wba_prj_01HREAL096,wba_org_01HREAL127,wba_ctr_01HREAL094,Qatar Fund laying foundation stone for two road projects in Mogadishu 18 Feb 2019.,Qatar Fund roads Mogadishu foundation 18 Feb 2019.,award,corroborated,corroborated
wba_clm_01HREAL080,wba_src_01HREAL120,wba_prj_01HREAL097,wba_org_01HREAL128,wba_ctr_01HREAL095,"Juba-Nimule Road 192km by Louis Berger Group USAID $223m, completed Nov 2012.",Louis Berger built Juba-Nimule 192km USAID $223m Nov 2012.,award,officially_reported,corroborated
wba_clm_01HREAL081,wba_src_01HREAL121,wba_prj_01HREAL098,wba_org_01HREAL129,wba_ctr_01HREAL096,China Merchants Port Holdings 50% + TIL/MSC 50% concession Lome Container Terminal.,China Merchants 50% Lome Container Terminal.,award,corroborated,corroborated
wba_clm_01HREAL082,wba_src_01HREAL122,wba_prj_01HREAL099,wba_org_01HREAL131,wba_ctr_01HREAL097,Teixeira Duarte signs contract for Porto Ingles modernisation 5 Aug 2019 CVE1.91bn.,Teixeira Duarte Porto Ingles 5 Aug 2019 CVE1.91bn.,award,corroborated,corroborated
wba_clm_01HREAL084,wba_src_01HREAL123,wba_prj_01HREAL100,wba_org_01HREAL148,wba_ctr_01HREAL074,"Dakhla Atlantic Port 1,650m deepwater port in Western Sahara constructed by SGTM Morocco.","SGTM constructed Dakhla Atlantic Port 1,650m deepwater port in Western Sahara.",award,corroborated,corroborated
wba_clm_01HREAL085,wba_src_01HREAL124,wba_prj_01HREAL101,wba_org_01HREAL150,,El Dabaa Nuclear Power Plant built by Rosatom.,Rosatom built El Dabaa Nuclear Power Plant.,award,corroborated,corroborated
wba_clm_01HREAL086,wba_src_01HREAL125,wba_prj_01HREAL102,wba_org_01HREAL151,,Egypt High-Speed Rail 2000km built by Siemens Mobility.,Siemens Mobility built Egypt High-Speed Rail 2000km.,award,corroborated,corroborated
wba_clm_01HREAL087,wba_src_01HREAL126,wba_prj_01HREAL103,wba_org_01HREAL152,,Lekki Deep Sea Port built by China Harbour Engineering Company.,China Harbour Engineering Company built Lekki Deep Sea Port.,award,corroborated,corroborated
wba_clm_01HREAL088,wba_src_01HREAL127,wba_prj_01HREAL104,wba_org_01HREAL153,,Zungeru Hydropower 700MW built by Sinohydro.,Sinohydro built Zungeru Hydropower 700MW.,award,corroborated,corroborated
wba_clm_01HREAL089,wba_src_01HREAL128,wba_prj_01HREAL105,wba_org_01HREAL154,,Nachtigal Hydropower 420MW built by EDF.,EDF built Nachtigal Hydropower 420MW.,award,corroborated,corroborated
wba_clm_01HREAL090,wba_src_01HREAL129,wba_prj_01HREAL106,wba_org_01HREAL155,,Koysha Hydropower 2200MW built by WeBuild.,WeBuild built Koysha Hydropower 2200MW.,award,corroborated,corroborated
wba_clm_01HREAL091,wba_src_01HREAL130,wba_prj_01HREAL107,wba_org_01HREAL156,,Second River Niger Bridge built by Julius Berger.,Julius Berger built Second River Niger Bridge.,award,corroborated,corroborated
wba_clm_01HREAL092,wba_src_01HREAL131,wba_prj_01HREAL108,wba_org_01HREAL157,,Antonio Agostinho Neto Airport Luanda built by AVIC International.,AVIC International built Antonio Agostinho Neto Airport Luanda.,award,corroborated,corroborated
wba_clm_01HREAL093,wba_src_01HREAL132,wba_prj_01HREAL109,wba_org_01HREAL086,,Henri Konan Bedie Bridge built by Bouygues Travaux Publics.,Bouygues Travaux Publics built Henri Konan Bedie Bridge.,award,corroborated,corroborated
wba_clm_01HREAL094,wba_src_01HREAL133,wba_prj_01HREAL110,wba_org_01HREAL159,,Isimba Hydropower 183MW built by CWE.,CWE built Isimba Hydropower 183MW.,award,corroborated,corroborated
wba_clm_01HREAL095,wba_src_01HREAL134,wba_prj_01HREAL111,wba_org_01HREAL160,,Lagos Blue Line 27km built by CCECC.,CCECC built Lagos Blue Line 27km.,award,corroborated,corroborated
wba_clm_01HREAL096,wba_src_01HREAL135,wba_prj_01HREAL112,wba_org_01HREAL161,,Algiers Metro Line 1 built by VINCI.,VINCI built Algiers Metro Line 1.,award,corroborated,corroborated
wba_clm_01HREAL097,wba_src_01HREAL136,wba_prj_01HREAL113,wba_org_01HREAL153,,Memve'ele Hydropower 211MW built by Sinohydro.,Sinohydro built Memve'ele Hydropower 211MW.,award,corroborated,corroborated
wba_clm_01HREAL098,wba_src_01HREAL137,wba_prj_01HREAL114,wba_org_01HREAL160,,Lagos-Ibadan Railway 157km built by CCECC.,CCECC built Lagos-Ibadan Railway 157km.,award,corroborated,corroborated
wba_clm_01HREAL099,wba_src_01HREAL138,wba_prj_01HREAL115,wba_org_01HREAL164,,Benban Solar Park 390MW built by Scatec.,Scatec built Benban Solar Park 390MW.,award,corroborated,corroborated
wba_clm_01HREAL100,wba_src_01HREAL139,wba_prj_01HREAL116,wba_org_01HREAL165,,Tanger Med Port Complex built by Bouygues Construction.,Bouygues Construction built Tanger Med Port Complex.,award,corroborated,corroborated
wba_clm_01HREAL101,wba_src_01HREAL140,wba_prj_01HREAL117,wba_org_01HREAL125,,Casablanca Tramway built by Alstom.,Alstom built Casablanca Tramway.,award,corroborated,corroborated
wba_clm_01HREAL102,wba_src_01HREAL141,wba_prj_01HREAL118,wba_org_01HREAL167,,Kotoka Airport Terminal 3 built by Mapa Construction.,Mapa Construction built Kotoka Airport Terminal 3.,award,corroborated,corroborated
wba_clm_01HREAL103,wba_src_01HREAL142,wba_prj_01HREAL119,wba_org_01HREAL168,,Medupi Power Station 4800MW built by Hitachi Power Europe.,Hitachi Power Europe built Medupi Power Station 4800MW.,award,corroborated,corroborated
wba_clm_01HREAL104,wba_src_01HREAL143,wba_prj_01HREAL120,wba_org_01HREAL155,,Gibe III Hydropower 1870MW built by WeBuild.,WeBuild built Gibe III Hydropower 1870MW.,award,corroborated,corroborated
wba_clm_01HREAL105,wba_src_01HREAL144,wba_prj_01HREAL121,wba_org_01HREAL159,,Souapiti Hydropower 450MW built by CWE.,CWE built Souapiti Hydropower 450MW.,award,corroborated,corroborated
wba_clm_01HREAL106,wba_src_01HREAL145,wba_prj_01HREAL122,wba_org_01HREAL159,,Kaleta Hydropower 240MW built by CWE.,CWE built Kaleta Hydropower 240MW.,award,corroborated,corroborated
wba_clm_01HREAL107,wba_src_01HREAL146,wba_prj_01HREAL123,wba_org_01HREAL042,,Rusumo Falls Hydropower 80MW built by CGCOC Group.,CGCOC Group built Rusumo Falls Hydropower 80MW.,award,corroborated,corroborated
wba_clm_01HREAL108,wba_src_01HREAL147,wba_prj_01HREAL124,wba_org_01HREAL173,,Julius Nyerere Airport Terminal 3 built by BAM International.,BAM International built Julius Nyerere Airport Terminal 3.,award,corroborated,corroborated
wba_clm_01HREAL109,wba_src_01HREAL148,wba_prj_01HREAL125,wba_org_01HREAL174,,Kinguele Aval Hydropower 35MW built by Sinohydro Bureau 16.,Sinohydro Bureau 16 built Kinguele Aval Hydropower 35MW.,award,corroborated,corroborated
wba_clm_01HREAL110,wba_src_01HREAL149,wba_prj_01HREAL126,wba_org_01HREAL175,,Dar es Salaam BRT Phase 1 built by Strabag International.,Strabag International built Dar es Salaam BRT Phase 1.,award,corroborated,corroborated
wba_clm_01HREAL111,wba_src_01HREAL150,wba_prj_01HREAL127,wba_org_01HREAL160,,Abuja-Kaduna Railway 186.5km built by CCECC.,CCECC built Abuja-Kaduna Railway 186.5km.,award,corroborated,corroborated
wba_clm_01HREAL112,wba_src_01HREAL151,wba_prj_01HREAL128,wba_org_01HREAL161,,Nairobi-Nakuru-Mau Summit Highway built by VINCI.,VINCI built Nairobi-Nakuru-Mau Summit Highway.,award,corroborated,corroborated
wba_clm_01HREAL113,wba_src_01HREAL152,wba_prj_01HREAL129,wba_org_01HREAL178,,Diamniadio Olympic Stadium 50000 built by Summa Insaat.,Summa Insaat built Diamniadio Olympic Stadium 50000.,award,corroborated,corroborated
wba_clm_01HREAL114,wba_src_01HREAL153,wba_prj_01HREAL130,wba_org_01HREAL121,,Autoroute de l'Avenir 42.5km built by Eiffage.,Eiffage built Autoroute de l'Avenir 42.5km.,award,corroborated,corroborated
wba_clm_01HREAL115,wba_src_01HREAL154,wba_prj_01HREAL131,wba_org_01HREAL180,,Lusaka-Ndola Dual Carriageway 321km built by China Jiangxi.,China Jiangxi built Lusaka-Ndola Dual Carriageway 321km.,award,corroborated,corroborated
wba_clm_01HREAL116,wba_src_01HREAL155,wba_prj_01HREAL132,wba_org_01HREAL181,,Kusile Power Station 4800MW built by Mitsubishi Hitachi.,Mitsubishi Hitachi built Kusile Power Station 4800MW.,award,corroborated,corroborated
wba_clm_01HREAL117,wba_src_01HREAL156,wba_prj_01HREAL133,wba_org_01HREAL182,,Cairo Light Rail Transit 70km built by CREC.,CREC built Cairo Light Rail Transit 70km.,award,corroborated,corroborated
wba_clm_01HREAL118,wba_src_01HREAL157,wba_prj_01HREAL134,wba_org_01HREAL183,,Cairo Monorail 99km built by Bombardier/Orascom.,Bombardier/Orascom built Cairo Monorail 99km.,award,corroborated,corroborated
wba_clm_01HREAL119,wba_src_01HREAL158,wba_prj_01HREAL135,wba_org_01HREAL125,,Al Boraq Tangier-Kenitra HSR 323km built by Alstom.,Alstom built Al Boraq Tangier-Kenitra HSR 323km.,award,corroborated,corroborated
wba_clm_01HREAL120,wba_src_01HREAL159,wba_prj_01HREAL136,wba_org_01HREAL185,,Kano-Maradi Railway 384km built by Mota-Engil.,Mota-Engil built Kano-Maradi Railway 384km.,award,corroborated,corroborated
wba_clm_01HREAL121,wba_src_01HREAL160,wba_prj_01HREAL137,wba_org_01HREAL186,,Port of Cotonou Extension built by Eiffage Genie Civil Marine.,Eiffage Genie Civil Marine built Port of Cotonou Extension.,award,corroborated,corroborated
wba_clm_01HREAL122,wba_src_01HREAL161,wba_prj_01HREAL138,wba_org_01HREAL054,,Tanzania SGR Phase 1 Dar-Morogoro 205km built by Yapi Merkezi.,Yapi Merkezi built Tanzania SGR Phase 1 Dar-Morogoro 205km.,award,corroborated,corroborated
wba_clm_01HREAL123,wba_src_01HREAL162,wba_prj_01HREAL139,wba_org_01HREAL188,,Nador West Med Port built by STFA/SGTM/Jan De Nul.,STFA/SGTM/Jan De Nul built Nador West Med Port.,award,corroborated,corroborated
wba_clm_01HREAL124,wba_src_01HREAL163,wba_prj_01HREAL140,wba_org_01HREAL052,,Singrobo-Ahouaty 44MW built by Eiffage Genie Civil.,Eiffage Genie Civil built Singrobo-Ahouaty 44MW.,award,corroborated,corroborated
wba_clm_01HREAL125,wba_src_01HREAL164,wba_prj_01HREAL141,wba_org_01HREAL190,,Azura-Edo IPP 459MW built by Siemens/Julius Berger.,Siemens/Julius Berger built Azura-Edo IPP 459MW.,award,corroborated,corroborated
wba_clm_01HREAL126,wba_src_01HREAL165,wba_prj_01HREAL142,wba_org_01HREAL134,,Berbera Port Expansion 400m built by DP World.,DP World built Berbera Port Expansion 400m.,award,corroborated,corroborated
wba_clm_01HREAL127,wba_src_01HREAL166,wba_prj_01HREAL143,wba_org_01HREAL153,,Itezhi-Tezhi 120MW built by Sinohydro.,Sinohydro built Itezhi-Tezhi 120MW.,award,corroborated,corroborated
wba_clm_01HREAL128,wba_src_01HREAL167,wba_prj_01HREAL144,wba_org_01HREAL193,,Ashegoda Wind Farm 120MW built by Vergnet.,Vergnet built Ashegoda Wind Farm 120MW.,award,corroborated,corroborated
wba_clm_01HREAL129,wba_src_01HREAL168,wba_prj_01HREAL145,wba_org_01HREAL194,,Safi Independent Power Plant 1386MW built by Daewoo.,Daewoo built Safi Independent Power Plant 1386MW.,award,corroborated,corroborated
wba_clm_01HREAL130,wba_src_01HREAL169,wba_prj_01HREAL146,wba_org_01HREAL195,,Kpone IPP 350MW built by Group Five.,Group Five built Kpone IPP 350MW.,award,corroborated,corroborated
wba_clm_01HREAL131,wba_src_01HREAL170,wba_prj_01HREAL147,wba_org_01HREAL155,,Bujagali Hydropower 250MW built by WeBuild.,WeBuild built Bujagali Hydropower 250MW.,award,corroborated,corroborated
wba_clm_01HREAL132,wba_src_01HREAL171,wba_prj_01HREAL148,wba_org_01HREAL125,,Rabat-Sale Tramway 19.5km built by Alstom.,Alstom built Rabat-Sale Tramway 19.5km.,award,corroborated,corroborated
wba_clm_01HREAL133,wba_src_01HREAL172,wba_prj_01HREAL149,wba_org_01HREAL157,,Karimenu II Dam Water Supply built by AVIC International.,AVIC International built Karimenu II Dam Water Supply.,award,corroborated,corroborated
wba_clm_01HREAL134,wba_src_01HREAL173,wba_prj_01HREAL150,wba_org_01HREAL199,,Taiba N'Diaye Wind Farm 158.7MW built by Vestas.,Vestas built Taiba N'Diaye Wind Farm 158.7MW.,award,corroborated,corroborated
wba_clm_01HREAL085,wba_src_01HREAL124,wba_prj_01HREAL001,wba_org_01HREAL001,wba_ctr_01HREAL001,"ZPC lists Sinohydro as contractor for Hwange Unit 7 and 8 expansion, 600MW.","ZPC confirms Sinohydro contractor for Hwange 7&8, 600MW.",award,corroborated,corroborated
wba_clm_01HREAL086,wba_src_01HREAL125,wba_prj_01HREAL002,wba_org_01HREAL001,,ZPC confirms Sinohydro expansion of Kariba South commissioned March 2018.,ZPC confirms Kariba South expansion commissioned March 2018.,award,corroborated,corroborated
wba_clm_01HREAL087,wba_src_01HREAL126,wba_prj_01HREAL003,wba_org_01HREAL005,,Herald reports RGM Airport expansion completed 2023.,Herald confirms RGM Airport expansion completed 2023.,status,corroborated,corroborated
wba_clm_01HREAL088,wba_src_01HREAL127,wba_prj_01HREAL004,wba_org_01HREAL007,,SCMP reports China-backed Nairobi Expressway opens paving way for more.,SCMP confirms Nairobi Expressway opens.,award,corroborated,corroborated
wba_clm_01HREAL089,wba_src_01HREAL128,wba_prj_01HREAL005,wba_org_01HREAL007,,Kenya Railways confirms Mombasa-Nairobi SGR inaugurated 2017.,Kenya Railways confirms SGR inaugurated 2017.,award,corroborated,corroborated
wba_clm_01HREAL090,wba_src_01HREAL129,wba_prj_01HREAL006,wba_org_01HREAL012,,Bloomberg reports Lake Turkana 310MW wind farm starts generation.,Bloomberg confirms Lake Turkana starts generation.,award,corroborated,corroborated
wba_clm_01HREAL091,wba_src_01HREAL130,wba_prj_01HREAL007,wba_org_01HREAL014,,Bloomberg reports Ethiopia opens Addis Light Rail 2015.,Bloomberg confirms Addis Light Rail opens 2015.,award,corroborated,corroborated
wba_clm_01HREAL092,wba_src_01HREAL131,wba_prj_01HREAL008,wba_org_01HREAL014,,CREC corporate confirms Ethio-Djibouti Railway constructed by CREC/CCECC.,CREC confirms Ethio-Djibouti Railway constructed.,award,corroborated,corroborated
wba_clm_01HREAL093,wba_src_01HREAL132,wba_prj_01HREAL009,wba_org_01HREAL020,,ENA reports Ethiopia inaugurates GERD 2025.,ENA confirms GERD inaugurated 2025.,award,corroborated,corroborated
wba_clm_01HREAL094,wba_src_01HREAL133,wba_prj_01HREAL010,wba_org_01HREAL022,,SCMP reports New Parliament $140m fully paid by Beijing.,SCMP confirms New Parliament $140m paid by Beijing.,value,corroborated,corroborated
wba_clm_01HREAL095,wba_src_01HREAL134,wba_prj_01HREAL011,wba_org_01HREAL005,,CJI corporate confirms Victoria Falls Airport built November 2016.,CJI confirms Victoria Falls Airport built Nov 2016.,award,corroborated,corroborated
wba_clm_01HREAL135,wba_src_01HREAL174,wba_prj_01HREAL012,wba_org_01HREAL027,,Kenya Advanced Institute of Science and Technology at Konza documented as proposed in KEN.,Kenya Advanced Institute of Science and Technology at Konza is proposed in KEN.,status,corroborated,corroborated
wba_clm_01HREAL136,wba_src_01HREAL175,wba_prj_01HREAL013,wba_org_01HREAL007,,Lamu Port First Three Berths documented as commissioned in KEN.,Lamu Port First Three Berths is commissioned in KEN.,status,corroborated,corroborated
wba_clm_01HREAL137,wba_src_01HREAL176,wba_prj_01HREAL015,wba_org_01HREAL025,,Kazungula Bridge documented as commissioned in BWA.,Kazungula Bridge is commissioned in BWA.,status,corroborated,corroborated
wba_clm_01HREAL138,wba_src_01HREAL177,wba_prj_01HREAL016,wba_org_01HREAL033,,Beitbridge Border Post Modernisation documented as commissioned in ZWE.,Beitbridge Border Post Modernisation is commissioned in ZWE.,status,corroborated,corroborated
wba_clm_01HREAL139,wba_src_01HREAL178,wba_prj_01HREAL017,wba_org_01HREAL035,,TelOne National Broadband Telecommunication Project documented as commissioned in ZWE.,TelOne National Broadband Telecommunication Project is commissioned in ZWE.,status,corroborated,corroborated
wba_clm_01HREAL140,wba_src_01HREAL179,wba_prj_01HREAL018,wba_org_01HREAL037,,Thwake Multipurpose Water Development Program documented as construction_started in KEN.,Thwake Multipurpose Water Development Program is construction_started in KEN.,status,corroborated,corroborated
wba_clm_01HREAL141,wba_src_01HREAL180,wba_prj_01HREAL020,wba_org_01HREAL042,,Adama Wind Power Project I & II documented as commissioned in ETH.,Adama Wind Power Project I & II is commissioned in ETH.,status,corroborated,corroborated
wba_clm_01HREAL142,wba_src_01HREAL181,wba_prj_01HREAL021,wba_org_01HREAL008,,Addis Ababa Bole International Airport Expansion documented as commissioned in ETH.,Addis Ababa Bole International Airport Expansion is commissioned in ETH.,status,corroborated,corroborated
wba_clm_01HREAL143,wba_src_01HREAL182,wba_prj_01HREAL022,wba_org_01HREAL001,,Kafue Gorge Lower Hydropower Station documented as commissioned in ZMB.,Kafue Gorge Lower Hydropower Station is commissioned in ZMB.,status,corroborated,corroborated
wba_clm_01HREAL144,wba_src_01HREAL183,wba_prj_01HREAL023,wba_org_01HREAL047,,Julius Nyerere Hydropower Plant and Dam documented as commissioned in TZA.,Julius Nyerere Hydropower Plant and Dam is commissioned in TZA.,status,corroborated,corroborated
wba_clm_01HREAL145,wba_src_01HREAL184,wba_prj_01HREAL024,wba_org_01HREAL007,,Maputo-Katembe Bridge documented as commissioned in MOZ.,Maputo-Katembe Bridge is commissioned in MOZ.,status,corroborated,corroborated
wba_clm_01HREAL146,wba_src_01HREAL185,wba_prj_01HREAL025,wba_org_01HREAL050,,New Bugesera International Airport documented as construction_started in RWA.,New Bugesera International Airport is construction_started in RWA.,status,corroborated,corroborated
wba_clm_01HREAL147,wba_src_01HREAL186,wba_prj_01HREAL026,wba_org_01HREAL052,,Dakar Regional Express Train documented as commissioned in SEN.,Dakar Regional Express Train is commissioned in SEN.,status,corroborated,corroborated
wba_clm_01HREAL148,wba_src_01HREAL187,wba_prj_01HREAL027,wba_org_01HREAL001,,Bui Hydropower Dam documented as commissioned in GHA.,Bui Hydropower Dam is commissioned in GHA.,status,corroborated,corroborated
wba_clm_01HREAL149,wba_src_01HREAL188,wba_prj_01HREAL028,wba_org_01HREAL057,,Lauca Hydroelectric Power Station documented as commissioned in AGO.,Lauca Hydroelectric Power Station is commissioned in AGO.,status,corroborated,corroborated
wba_clm_01HREAL150,wba_src_01HREAL189,wba_prj_01HREAL029,wba_org_01HREAL008,,Kampala-Entebbe Expressway documented as commissioned in UGA.,Kampala-Entebbe Expressway is commissioned in UGA.,status,corroborated,corroborated
wba_clm_01HREAL151,wba_src_01HREAL190,wba_prj_01HREAL030,wba_org_01HREAL035,,National Fibre Backbone Project Phase I-II documented as commissioned in MWI.,National Fibre Backbone Project Phase I-II is commissioned in MWI.,status,corroborated,corroborated
wba_clm_01HREAL152,wba_src_01HREAL191,wba_prj_01HREAL031,wba_org_01HREAL020,,Tokwe-Mukosi Dam documented as commissioned in ZWE.,Tokwe-Mukosi Dam is commissioned in ZWE.,status,corroborated,corroborated
wba_clm_01HREAL153,wba_src_01HREAL192,wba_prj_01HREAL032,wba_org_01HREAL035,,NetOne Broadband Expansion Project Phase 3 documented as commissioned in ZWE.,NetOne Broadband Expansion Project Phase 3 is commissioned in ZWE.,status,corroborated,corroborated
wba_clm_01HREAL154,wba_src_01HREAL193,wba_prj_01HREAL033,wba_org_01HREAL040,,Olkaria Geothermal Power Plants documented as commissioned in KEN.,Olkaria Geothermal Power Plants is commissioned in KEN.,status,corroborated,corroborated
wba_clm_01HREAL155,wba_src_01HREAL194,wba_prj_01HREAL034,wba_org_01HREAL067,,Nairobi Outer Ring Road Improvement Project documented as commissioned in KEN.,Nairobi Outer Ring Road Improvement Project is commissioned in KEN.,status,corroborated,corroborated
wba_clm_01HREAL156,wba_src_01HREAL195,wba_prj_01HREAL035,wba_org_01HREAL037,,Genale Dawa III Multipurpose Hydropower Project documented as commissioned in ETH.,Genale Dawa III Multipurpose Hydropower Project is commissioned in ETH.,status,corroborated,corroborated
wba_clm_01HREAL157,wba_src_01HREAL196,wba_prj_01HREAL036,wba_org_01HREAL071,,Kenneth Kaunda International Airport Expansion documented as commissioned in ZMB.,Kenneth Kaunda International Airport Expansion is commissioned in ZMB.,status,corroborated,corroborated
wba_clm_01HREAL158,wba_src_01HREAL197,wba_prj_01HREAL037,wba_org_01HREAL054,,Tanzania Standard Gauge Railway Lots 3 & 4 documented as construction_started in TZA.,Tanzania Standard Gauge Railway Lots 3 & 4 is construction_started in TZA.,status,corroborated,corroborated
wba_clm_01HREAL159,wba_src_01HREAL198,wba_prj_01HREAL038,wba_org_01HREAL074,,Nacala Railway and Port Corridor documented as commissioned in MOZ.,Nacala Railway and Port Corridor is commissioned in MOZ.,status,corroborated,corroborated
wba_clm_01HREAL160,wba_src_01HREAL199,wba_prj_01HREAL039,wba_org_01HREAL076,,Tema Port Expansion Terminal 3 documented as commissioned in GHA.,Tema Port Expansion Terminal 3 is commissioned in GHA.,status,corroborated,corroborated
wba_clm_01HREAL161,wba_src_01HREAL200,wba_prj_01HREAL040,wba_org_01HREAL081,,Caculo Cabaca Hydropower Station documented as construction_started in AGO.,Caculo Cabaca Hydropower Station is construction_started in AGO.,status,corroborated,corroborated
wba_clm_01HREAL162,wba_src_01HREAL201,wba_prj_01HREAL041,,,Noor Ouarzazate Solar Complex documented as commissioned in MAR.,Noor Ouarzazate Solar Complex is commissioned in MAR.,status,corroborated,corroborated
wba_clm_01HREAL163,wba_src_01HREAL202,wba_prj_01HREAL042,wba_org_01HREAL035,,Walvis Bay New Container Terminal documented as commissioned in NAM.,Walvis Bay New Container Terminal is commissioned in NAM.,status,corroborated,corroborated
wba_clm_01HREAL164,wba_src_01HREAL203,wba_prj_01HREAL043,wba_org_01HREAL035,,Kribi Deep Sea Port Phase I & II documented as commissioned in CMR.,Kribi Deep Sea Port Phase I & II is commissioned in CMR.,status,corroborated,corroborated
wba_clm_01HREAL165,wba_src_01HREAL204,wba_prj_01HREAL044,wba_org_01HREAL086,,Gautrain Rapid Rail System documented as commissioned in ZAF.,Gautrain Rapid Rail System is commissioned in ZAF.,status,corroborated,corroborated
wba_clm_01HREAL166,wba_src_01HREAL205,wba_prj_01HREAL045,wba_org_01HREAL020,,Busanga Hydropower Plant documented as commissioned in COD.,Busanga Hydropower Plant is commissioned in COD.,status,corroborated,corroborated
wba_clm_01HREAL167,wba_src_01HREAL206,wba_prj_01HREAL046,wba_org_01HREAL088,,New Administrative Capital Central Business District documented as commissioned in EGY.,New Administrative Capital Central Business District is commissioned in EGY.,status,corroborated,corroborated
wba_clm_01HREAL168,wba_src_01HREAL207,wba_prj_01HREAL047,wba_org_01HREAL090,,Blaise Diagne International Airport documented as commissioned in SEN.,Blaise Diagne International Airport is commissioned in SEN.,status,corroborated,corroborated
wba_clm_01HREAL169,wba_src_01HREAL208,wba_prj_01HREAL048,wba_org_01HREAL091,,BK Arena documented as commissioned in RWA.,BK Arena is commissioned in RWA.,status,corroborated,corroborated
wba_clm_01HREAL170,wba_src_01HREAL209,wba_prj_01HREAL050,wba_org_01HREAL098,,Zagtouli Solar Power Station documented as commissioned in BFA.,Zagtouli Solar Power Station is commissioned in BFA.,status,corroborated,corroborated
wba_clm_01HREAL171,wba_src_01HREAL210,wba_prj_01HREAL051,wba_org_01HREAL099,,Ajaokuta Steel Mill documented as abandoned in NGA.,Ajaokuta Steel Mill is abandoned in NGA.,status,corroborated,corroborated
wba_clm_01HREAL172,wba_src_01HREAL211,wba_prj_01HREAL052,wba_org_01HREAL102,,TAZARA Railway documented as commissioned in TZA.,TAZARA Railway is commissioned in TZA.,status,corroborated,corroborated
wba_clm_01HREAL173,wba_src_01HREAL212,wba_prj_01HREAL053,wba_org_01HREAL103,,Akosombo Dam documented as commissioned in GHA.,Akosombo Dam is commissioned in GHA.,status,corroborated,corroborated
wba_clm_01HREAL174,wba_src_01HREAL213,wba_prj_01HREAL054,wba_org_01HREAL106,,Cahora Bassa Dam and HVDC System documented as commissioned in MOZ.,Cahora Bassa Dam and HVDC System is commissioned in MOZ.,status,corroborated,corroborated
wba_clm_01HREAL175,wba_src_01HREAL214,wba_prj_01HREAL055,wba_org_01HREAL107,,Aswan High Dam documented as commissioned in EGY.,Aswan High Dam is commissioned in EGY.,status,corroborated,corroborated
wba_clm_01HREAL176,wba_src_01HREAL215,wba_prj_01HREAL056,wba_org_01HREAL088,,Great Man-Made River Phases I-III documented as commissioned in LBY.,Great Man-Made River Phases I-III is commissioned in LBY.,status,corroborated,corroborated
wba_clm_01HREAL177,wba_src_01HREAL216,wba_prj_01HREAL057,wba_org_01HREAL111,,Merowe Dam documented as commissioned in SDN.,Merowe Dam is commissioned in SDN.,status,corroborated,corroborated
wba_clm_01HREAL178,wba_src_01HREAL217,wba_prj_01HREAL058,wba_org_01HREAL001,,Soubre Hydroelectric Power Station documented as commissioned in CIV.,Soubre Hydroelectric Power Station is commissioned in CIV.,status,corroborated,corroborated
wba_clm_01HREAL179,wba_src_01HREAL218,wba_prj_01HREAL059,wba_org_01HREAL114,,Kilamba Kiaxi New City documented as commissioned in AGO.,Kilamba Kiaxi New City is commissioned in AGO.,status,corroborated,corroborated
wba_clm_01HREAL180,wba_src_01HREAL219,wba_prj_01HREAL060,wba_org_01HREAL037,,Kandadji Dam documented as delayed in NER.,Kandadji Dam is delayed in NER.,status,corroborated,corroborated
wba_clm_01HREAL181,wba_src_01HREAL220,wba_prj_01HREAL061,wba_org_01HREAL118,,Bagamoyo Port and Special Economic Zone documented as suspended in TZA.,Bagamoyo Port and Special Economic Zone is suspended in TZA.,status,corroborated,corroborated
wba_clm_01HREAL182,wba_src_01HREAL221,wba_prj_01HREAL062,wba_org_01HREAL121,,East African Crude Oil Pipeline documented as construction_started in UGA.,East African Crude Oil Pipeline is construction_started in UGA.,status,corroborated,corroborated
