id,project_id,title,contract_id_external,contracting_authority,contractor,contract_type,procurement_method,status,award_date,sign_date,start_date,end_date,currency,value_original,value_precision,financing_source,amendment_count,notes
wba_ctr_01HREAL115,wba_prj_01HREAL141,Azura-Edo IPP 459MW Contract,,wba_org_01HREAL150,wba_org_01HREAL190,construction,direct_award,completed,wba_date_01HREAL222,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL116,wba_prj_01HREAL142,Berbera Port Expansion 400m Contract,,wba_org_01HREAL150,wba_org_01HREAL134,construction,direct_award,completed,wba_date_01HREAL223,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL117,wba_prj_01HREAL143,Itezhi-Tezhi 120MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL224,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL118,wba_prj_01HREAL144,Ashegoda Wind Farm 120MW Contract,,wba_org_01HREAL150,wba_org_01HREAL193,construction,direct_award,completed,wba_date_01HREAL225,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL119,wba_prj_01HREAL145,Safi Independent Power Plant 1386MW Contract,,wba_org_01HREAL150,wba_org_01HREAL194,construction,direct_award,completed,wba_date_01HREAL226,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL120,wba_prj_01HREAL146,Kpone IPP 350MW Contract,,wba_org_01HREAL150,wba_org_01HREAL195,construction,direct_award,completed,wba_date_01HREAL227,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL121,wba_prj_01HREAL147,Bujagali Hydropower 250MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL228,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL122,wba_prj_01HREAL148,Rabat-Sale Tramway 19.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL229,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL123,wba_prj_01HREAL149,Karimenu II Dam Water Supply Contract,,wba_org_01HREAL150,wba_org_01HREAL157,construction,direct_award,completed,wba_date_01HREAL230,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL124,wba_prj_01HREAL150,Taiba N'Diaye Wind Farm 158.7MW Contract,,wba_org_01HREAL150,wba_org_01HREAL199,construction,direct_award,completed,wba_date_01HREAL231,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL133,wba_prj_01HREAL151,Kampala-Malaba SGR Design Build Contract,,wba_org_01HREAL281,wba_org_01HREAL054,construction,direct_award,signed,wba_date_01HREAL332,wba_date_01HREAL332,,,EUR,2700000000,exact,,0,
wba_ctr_01HREAL134,wba_prj_01HREAL152,Iganga-Bulopa-Kamuli Road Contract,,wba_org_01HREAL059,wba_org_01HREAL047,construction,direct_award,signed,wba_date_01HREAL334,,,,USD,70000000,exact,,0,
wba_ctr_01HREAL135,wba_prj_01HREAL153,Lusalira-Sembabule Road Design Build Contract,,wba_org_01HREAL282,wba_org_01HREAL280,construction,direct_award,signed,wba_date_01HREAL335,,,,EUR,126000000,exact,,0,
wba_ctr_01HREAL136,wba_prj_01HREAL154,Ndande-Gueoul Road Contract,,wba_org_01HREAL283,wba_org_01HREAL007,construction,open_tender,signed,wba_date_01HREAL337,,,,USD,132000000,exact,,0,
wba_ctr_01HREAL137,wba_prj_01HREAL155,Mekhe-Ndande Road Contract,,wba_org_01HREAL283,wba_org_01HREAL159,construction,open_tender,signed,wba_date_01HREAL338,,,,USD,76300000,exact,,0,
wba_ctr_01HREAL138,wba_prj_01HREAL156,Galana Kulalu Dam Contract,,wba_org_01HREAL284,wba_org_01HREAL008,construction,direct_award,signed,wba_date_01HREAL339,,,,KES,40000000000,exact,,0,
wba_ctr_01HREAL139,wba_prj_01HREAL157,Umaa Dam Contract,,wba_org_01HREAL285,wba_org_01HREAL071,construction,direct_award,active,wba_date_01HREAL340,,,,KES,1900000000,exact,,0,
wba_ctr_01HREAL140,wba_prj_01HREAL128,Rironi-Mau Summit CRBC-NSSF Preferred Contract,,wba_org_01HREAL010,wba_org_01HREAL007,construction,ppp,awarded,wba_date_01HREAL342,,,,KES,200000000000,approx,,0,
wba_ctr_01HREAL141,wba_prj_01HREAL158,Bujumbura-Gitaza RN3 Contract,,wba_org_01HREAL289,wba_org_01HREAL288,construction,open_tender,awarded,wba_date_01HREAL342,,,,USD,47243518,exact,,0,
wba_ctr_01HREAL142,wba_prj_01HREAL159,Uvinza-Musongati SGR Contract,,wba_org_01HREAL073,wba_org_01HREAL290,construction,direct_award,signed,wba_date_01HREAL343,,,,TZS,5380000000000,approx,,0,
wba_ctr_01HREAL143,wba_prj_01HREAL160,Santiago Desalination EPC Contract,,wba_org_01HREAL293,wba_org_01HREAL292,construction,direct_award,signed,wba_date_01HREAL344,,,,JPY,15292000000,exact,,0,
wba_ctr_01HREAL144,wba_prj_01HREAL161,ENAPOR Vessel Construction Contract,,wba_org_01HREAL294,wba_org_01HREAL295,construction,open_tender,signed,wba_date_01HREAL345,,,,EUR,17000000,exact,,0,
wba_ctr_01HREAL145,wba_prj_01HREAL162,Cape Verde Airports EPC Contract,,wba_org_01HREAL296,wba_org_01HREAL297,construction,direct_award,signed,wba_date_01HREAL346,,,,EUR,70700000,exact,,0,
wba_ctr_01HREAL146,wba_prj_01HREAL163,Habela-Cheatat Road Contract,,wba_org_01HREAL298,wba_org_01HREAL299,construction,direct_award,active,wba_date_01HREAL347,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL147,wba_prj_01HREAL164,Chad-Cameroon Export System Pipeline Construction,,wba_org_01HREAL304,wba_org_01HREAL305,construction,unknown,completed,,,,,EUR,4000000000,approx,,0,Over EUR4bn system per EIB 2001 including 1070km pipeline 3 pump stations FSO
wba_ctr_01HREAL148,wba_prj_01HREAL165,Polihali Dam Construction Contract,,wba_org_01HREAL266,wba_org_01HREAL300,construction,unknown,active,wba_date_01HREAL349,,,,LSL,7680000000,approx,,0,M7.68bn SUN JV award Nov 2022 commissioning 2028 per IWP
wba_ctr_01HREAL149,wba_prj_01HREAL166,Gouina Hydro EPC Contract,,wba_org_01HREAL301,wba_org_01HREAL272,construction,unknown,completed,,,,,,,undisclosed,,0,Sinohydro Bureau 15 and 16 PowerChina design Northwest Engineering per SASAC completed Dec 2022
wba_ctr_01HREAL150,wba_prj_01HREAL167,Mount Coffee Rehabilitation Electromechanical Contract,,wba_org_01HREAL302,wba_org_01HREAL269,construction,unknown,completed,,,,,,,undisclosed,,0,Voith Francis turbines generators control equipment 88MW rehab first power Dec 2016
wba_ctr_01HREAL151,wba_prj_01HREAL168,Enfidha Airport BOT Concession Construction,,wba_org_01HREAL303,wba_org_01HREAL132,construction,concession,completed,wba_date_01HREAL354,,wba_date_01HREAL354,wba_date_01HREAL355,EUR,550000000,approx,,0,Greenfield 7m pax BOT 40yr built Jul 2007 operating Dec 2009 concession to May 2047 per TAV and EIB
wba_ctr_01HREAL152,wba_prj_01HREAL169,Lome Container Terminal Development,,wba_org_01HREAL310,wba_org_01HREAL118,construction,unknown,active,wba_date_01HREAL358,,,,EUR,324000000,approx,,0,EUR324m terminal 2.2m TEU 50-50 GTL CMHI IFC EUR225m debt Jan 2013
wba_ctr_01HREAL153,wba_prj_01HREAL170,Kandadji Dam Civil Works,,wba_org_01HREAL116,wba_org_01HREAL037,construction,unknown,suspended,,,,,XOF,500000000000,approx,,0,500bn CFA $808m 130MW suspended Aug 2023 force majeure CGGC
wba_ctr_01HREAL154,wba_prj_01HREAL171,Merowe Dam Construction,,wba_org_01HREAL311,wba_org_01HREAL001,construction,unknown,completed,,,,,,,undisclosed,,0,SinoHydro contractor Lahmeyer design Alstom equipment opened Mar 2009
wba_ctr_01HREAL155,wba_prj_01HREAL172,GTA Phase 1 Offshore Development,,wba_org_01HREAL312,wba_org_01HREAL225,construction,unknown,active,,,,,,,undisclosed,,0,bp operator 56 percent FPSO FLNG first gas Jan 2025 2.3mtpa
wba_ctr_01HREAL156,wba_prj_01HREAL173,Maguga Dam Construction,,wba_org_01HREAL313,wba_org_01HREAL306,construction,unknown,completed,,,,,ZAR,420000000,exact,,0,WBHO R420m completed 2001 KOBWA employer joint SA Eswatini
wba_ctr_01HREAL157,wba_prj_01HREAL174,Port Victoria Rehab and Dredging,,wba_org_01HREAL307,wba_org_01HREAL126,construction,unknown,active,,,,,,,undisclosed,,0,EIB EU AFD financing Apr 2018 Jan De Nul dredging award 2023
wba_ctr_01HREAL158,wba_prj_01HREAL175,Freedom Bridge Construction Juba,,wba_org_01HREAL314,wba_org_01HREAL308,construction,unknown,completed,,,,,,,undisclosed,,0,Dai Nippon contractor CTI consultant Japan grant aid opened May 2022
wba_ctr_01HREAL159,wba_prj_01HREAL176,Banjul Port Concession Sanyang,,wba_org_01HREAL315,wba_org_01HREAL309,construction,concession,signed,wba_date_01HREAL368,,,,,,undisclosed,,0,30yr concession Albayrak rehab Banjul plus Sanyang deep sea port Jul 2024
wba_ctr_01HREAL160,wba_prj_01HREAL177,Djibloho EPC Contract,,wba_org_01HREAL316,wba_org_01HREAL001,construction,unknown,completed,,,,,,,undisclosed,,0,Sinohydro EPC 120MW Wele River China support inaugurated Oct 2012
wba_ctr_01HREAL161,wba_prj_01HREAL178,Neckartal Dam Construction,,wba_org_01HREAL317,wba_org_01HREAL146,construction,unknown,completed,,,,,NAD,5500000000,approx,,0,Salini Impregilo 78.5m RCC completed Oct 2018 handed over Mar 2020
wba_ctr_01HREAL162,wba_prj_01HREAL179,Mogadishu Port Operation Concession,,wba_org_01HREAL318,wba_org_01HREAL309,construction,concession,active,wba_date_01HREAL372,,,,,,undisclosed,,0,Albayrak 20yr operate right 2014 handover Sep 2014
wba_ctr_01HREAL163,wba_prj_01HREAL180,Imboulou Turnkey EPC Contract,,wba_org_01HREAL319,wba_org_01HREAL001,construction,unknown,completed,,,,,USD,280000000,exact,,0,CMEC general contractor SINOHYDRO built 120MW turnkey acceptance Nov 2010
wba_ctr_01HREAL164,wba_prj_01HREAL181,Doraleh Multipurpose Port Construction,,wba_org_01HREAL320,wba_org_01HREAL088,construction,unknown,completed,wba_date_01HREAL385,,wba_date_01HREAL385,,USD,421700000,exact,,0,CSCEC started Aug 2014 finished Mar 2017 7.08m tonnes
wba_ctr_01HREAL165,wba_prj_01HREAL182,Zongo II EPC Contract,,wba_org_01HREAL322,wba_org_01HREAL001,construction,unknown,completed,,,,,USD,360000000,approx,,0,Sinohydro six years 150MW inaugurated Jun 2018
wba_ctr_01HREAL166,wba_prj_01HREAL183,Tedzani IV Construction,,wba_org_01HREAL324,wba_org_01HREAL323,construction,unknown,completed,,,,,,,undisclosed,,0,EGENCO owner Japan USD52m EGENCO USD4.8m commissioned May 2021
wba_ctr_01HREAL167,wba_prj_01HREAL184,Samendeni Dam Construction,,wba_org_01HREAL327,wba_org_01HREAL326,construction,unknown,completed,,,,,XOF,100000000000,approx,,0,SGTM Fadoul consortium over 100bn CFA inaugurated Nov 2019
wba_ctr_01HREAL168,wba_prj_01HREAL185,Owendo Port PPP Development,,wba_org_01HREAL329,wba_org_01HREAL328,construction,concession,completed,,,,,XOF,181000000000,approx,,0,PPP State Olam AFC 18 months 420m dock 150k TEU
wba_ctr_01HREAL169,wba_prj_01HREAL186,Hirgigo Expansion Contract,,wba_org_01HREAL330,wba_org_01HREAL299,construction,unknown,completed,,,,,USD,98600000,exact,,0,SFECO 46MW 98.6m USD inaugurated Nov 2017
wba_ctr_01HREAL170,wba_prj_01HREAL187,Bumbuna O and M Contract,,wba_org_01HREAL147,wba_org_01HREAL146,construction,unknown,completed,,,,,EUR,26100000,exact,,0,Salini O and M 26.1m euro plant plus Freetown line operating 2015
wba_ctr_01HREAL171,wba_prj_01HREAL188,Ubari EPC Turnkey Contract,,wba_org_01HREAL332,wba_org_01HREAL331,construction,unknown,suspended,,,,,,,undisclosed,,0,ENKA EPC 4x160MW Siemens suspended 98 percent Sep 2014 evacuated Dec 2017
wba_ctr_01HREAL172,wba_prj_01HREAL189,El-Maarouf Hospital Construction,,wba_org_01HREAL333,wba_org_01HREAL259,construction,unknown,active,,,,,CNY,430000000,exact,,0,CSYIC RMB430m 45000m2 Moroni OPEC 17m USD Feb 2024 300-bed
wba_ctr_01HREAL173,wba_prj_01HREAL190,Bagatelle Dam Construction,,wba_org_01HREAL335,wba_org_01HREAL159,construction,unknown,completed,,,,,,,undisclosed,,0,CWE built launched Jun 2018 Chinese-financed water Port Louis
wba_ctr_01HREAL174,wba_prj_01HREAL191,Felou EPC Contract,,wba_org_01HREAL301,wba_org_01HREAL001,construction,unknown,completed,,,,,,,undisclosed,,0,Sinohydro EPC 63MW SOGEM OMVS operation 2013
wba_ctr_01HREAL175,wba_prj_01HREAL192,Nouakchott Terminal Concession,,wba_org_01HREAL312,wba_org_01HREAL336,construction,concession,completed,,,,,EUR,278000000,exact,,0,Meridiam Arise 30yr 250k TEU awarded Sep 2018 inaugurated Dec 2021
wba_ctr_01HREAL176,wba_prj_01HREAL193,Bissau Port Dredging Works,,wba_org_01HREAL340,wba_org_01HREAL339,construction,unknown,active,,,,,XOF,22594000000,exact,,0,22.594bn CFA total 15bn BOAD dredging wreck removal co-financed
wba_ctr_01HREAL177,wba_prj_01HREAL194,Sao Tome Airport Runway Extension,,wba_org_01HREAL176,wba_org_01HREAL341,construction,unknown,signed,wba_date_01HREAL398,,,,USD,100000000,approx,,0,600m sea extension IPPR studies donation near 100m USD agreement Jun 2022
wba_ctr_01HREAL178,wba_prj_01HREAL195,Toamasina Quay C4 Extension,,wba_org_01HREAL342,wba_org_01HREAL040,construction,unknown,active,,,,,USD,639000000,exact,,0,JICA 65 percent 411m loan 333m of 470m delivered 16m draught 14000 TEU
wba_ctr_01HREAL179,wba_prj_01HREAL196,Cotonou Terminal 5 Construction,,wba_org_01HREAL152,wba_org_01HREAL152,construction,unknown,active,wba_date_01HREAL407,,,,,,undisclosed,,0,CHEC 20ha bulk terminal two 100k tonne berths broke Jul 2021 70 percent Jun 2025
wba_ctr_01HREAL180,wba_prj_01HREAL197,EG LNG Train 1 Punta Europa EPC,,wba_org_01HREAL344,wba_org_01HREAL344,construction,unknown,completed,,,,,USD,1500000000,approx,,0,Bechtel EPC 3.4mtpa 1.5bn FID Jun 2004 completed 2007 Alba Field
wba_ctr_01HREAL181,wba_prj_01HREAL198,ArcelorMittal Buchanan Siding Extension,,wba_org_01HREAL346,wba_org_01HREAL306,construction,unknown,active,,,,,,,undisclosed,,0,WBHO siding two tracks Phase II quadruple to 20mtpa Jan to Dec 2025
wba_ctr_01HREAL182,wba_prj_01HREAL199,Phosphate Railway Renewal 190km,,wba_org_01HREAL348,wba_org_01HREAL348,construction,unknown,signed,wba_date_01HREAL406,,,,USD,55000000,exact,,0,Saudi Fund 55m loan SNCFT renewal Sfax Gafsa Gabes signed Feb 2024
wba_ctr_01HREAL183,wba_prj_01HREAL200,Blitta Solar EPC and PPA,,wba_org_01HREAL349,wba_org_01HREAL349,construction,unknown,completed,wba_date_01HREAL408,,,,,,undisclosed,,0,AMEA Power IPP 50MW 92ha inaugurated Jun 2021 267km from Lome
wba_ctr_01HREAL184,wba_prj_01HREAL201,Metolong Dam and Raw Water Pump Construction,,wba_org_01HREAL350,wba_org_01HREAL001,construction,unknown,completed,wba_date_01HREAL410,,,,LSL,540000000,exact,,0,Sinohydro M540m 83m dam 400 locals 75k m3 per day signed Aug 2011
wba_ctr_01HREAL185,wba_prj_01HREAL202,Djermaya Refinery Construction,,wba_org_01HREAL351,wba_org_01HREAL143,construction,unknown,completed,wba_date_01HREAL411,,,,,,undisclosed,,0,CNPC 60 percent construction 2.5 years inaugurated Jun 2011 near NDjamena 20k bpd
